,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
0,     proyecto de desarrollo minero   san francisco de muyuyacu,  ingresos y transferencias,  sectorial tesoro nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309582.9,0.0,  ingresos y transferencias     proyecto de desarrollo minero   san francisco de muyuyacu  sectorial tesoro nacional
1,     proyecto de inversion y de cooperacion externo no reembolsable     programa emprendamos,  ministerio de produccion comercio exterior inversiones y pesca,  sectorial comercio exterior  industrializacion  pesca y competitividad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242064.01,1140213.47,292217.49,490299.43000000005,1243869.24,535327.85,  ministerio de produccion comercio exterior inversiones y pesca     proyecto de inversion y de cooperacion externo no reembolsable     programa emprendamos  sectorial comercio exterior  industrializacion  pesca y competitividad
2,     rehabilitacion y mtto c.     y     de baeza  lago agrio  tramo: simon bolivar  lago agrio de  km. long,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124149.6,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas     rehabilitacion y mtto c.     y     de baeza  lago agrio  tramo: simon bolivar  lago agrio de  km. long  sectorial comunicaciones
3,    fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de ed,  escuela superior politecnica del chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,6133.47,1618254.9,26725.68,0.0,0.0,0.0,0.0,0.0,0.0,  escuela superior politecnica del chimborazo    fortalecimiento de las capacidades en ciencia tecnologia investigacion e innovacion de las instituciones de ed  sectorial educacion
4,    programa de reduccion de la contaminacion ambiental   racionalizacion del subsidio de combustibles del transport,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas    programa de reduccion de la contaminacion ambiental   racionalizacion del subsidio de combustibles del transport  sectorial  comunicaciones
5,    registro de emisiones y transferencias de contaminantes,  ministerio del ambiente,  sectorial  ambiente,423662.66,2188977.3599999994,423662.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente    registro de emisiones y transferencias de contaminantes  sectorial  ambiente
6,   a) proyecto intervenciones urbanisticas para mejorar la calidad del habitat y espacio publico dentro del poligono especial de interes social en monte sinai,  ministerio de desarrollo urbano y vivienda,  sectorial desarrollo urbano y vivienda,0.0,0.0,0.0,0.0,45027144.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de desarrollo urbano y vivienda   a) proyecto intervenciones urbanisticas para mejorar la calidad del habitat y espacio publico dentro del poligono especial de interes social en monte sinai  sectorial desarrollo urbano y vivienda
7,   abastecimiento de a. p. y agua tratada varios cantones,  secretaria nacional del agua,  sectorial recursos naturales,0.0,0.0,0.0,0.0,161943.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional del agua   abastecimiento de a. p. y agua tratada varios cantones  sectorial recursos naturales
8,   abastecimiento de agua potable y agua tratada a varios cantones,  ministerio del ambiente y agua,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente y agua   abastecimiento de agua potable y agua tratada a varios cantones  sectorial ambiente
9,   abastecimiento de agua potable y agua tratada a varios cantones,  secretaria nacional del agua,  sectorial recursos naturales,0.0,162030.0,0.0,141583.7,1740521.08,157339.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional del agua   abastecimiento de agua potable y agua tratada a varios cantones  sectorial recursos naturales
10,   acceso a tierras de los productores familiares y l,  ministerio de agricultura y ganaderia,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29515185.64,74681374.67999999,31153965.920000006,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   acceso a tierras de los productores familiares y l  sectorial agropecuario
11,   acceso a tierras de los productores familiares y legalizacion masiva en el territorio ecuatoriano,  ministerio de agricultura y ganaderia,  sectorial agropecuario,55110207.239999995,101014938.14,55859341.779999994,48218349.07,102699916.33,53039144.37,35439749.51,78001454.09,35928451.33,0.0,0.0,0.0,33318352.11,69018305.35000001,33823347.309999995,  ministerio de agricultura y ganaderia   acceso a tierras de los productores familiares y legalizacion masiva en el territorio ecuatoriano  sectorial agropecuario
12,   acreditacion institucional de la universidad nacional de chimborazo,  universidad nacional de chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad nacional de chimborazo   acreditacion institucional de la universidad nacional de chimborazo  sectorial educacion
13,   activacion eficaz y eficiente de los clubes de diabeticos en la ciudad jipijapa (fase ii),  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23171.4,0.0,  universidad estatal del sur de manabi   activacion eficaz y eficiente de los clubes de diabeticos en la ciudad jipijapa (fase ii)  sectorial educacion
14,   actualizacion cartografia y mejora de la informacion de direcciones,  instituto nacional de estadisticas y censos,  sectorial administrativo,4296529.58,11247911.41,4303750.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de estadisticas y censos   actualizacion cartografia y mejora de la informacion de direcciones  sectorial administrativo
15,   actualizacion de la infraestructura tecnologica de la nueva generacion del core de la red lan de la universidad,  universidad tecnica de machala,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399966.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica de machala   actualizacion de la infraestructura tecnologica de la nueva generacion del core de la red lan de la universidad  sectorial educacion
16,   actualizacion de los estudios fondo vial  grupo ,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,0.0,213756.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   actualizacion de los estudios fondo vial  grupo   sectorial  comunicaciones
17,   actualizacion de los estudios fondo vial grupo ,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,452450.31999999995,583426.26,452450.31999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   actualizacion de los estudios fondo vial grupo   sectorial  comunicaciones
18,   actualizacion del registro social,  instituto nacional de estadisticas y censos,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,10321886.61,50814860.16000001,11332450.36,3046096.78,20823787.68,3521401.2800000003,19863.54,2569936.5900000003,19863.54,  instituto nacional de estadisticas y censos   actualizacion del registro social  sectorial administrativo
19,   actualizacion del registro social,  ministerio de inclusion economica y social,  sectorial bienestar social,0.0,0.0,0.0,0.0,0.0,0.0,32949302.830000006,37538539.809999995,33232830.64,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de inclusion economica y social   actualizacion del registro social  sectorial bienestar social
20,   actualizacion del registro social,  unidad del registro social,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,1765962.0799999998,42729712.38,1888486.8599999999,60768723.71,429612618.23,80974311.63,135352946.53000003,250555478.82999998,137585031.3,  unidad del registro social   actualizacion del registro social  sectorial administrativo
21,   actualizacion desarrollo implementacion y seguimiento del plan integral para la amazonia,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,887057.4199999999,8841284.8,887860.9899999999,  secretaria tecnica de la circunscripcion territorial especial amazonica   actualizacion desarrollo implementacion y seguimiento del plan integral para la amazonia  sectorial ambiente
22,   actualizacion desarrollo implementacion y seguimiento del plan integral para la ctea.,  secretaria tecnica de la circunscripcion territorial especial amazonica,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257840.44999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria tecnica de la circunscripcion territorial especial amazonica   actualizacion desarrollo implementacion y seguimiento del plan integral para la ctea.  sectorial ambiente
23,   actualizacion y renovacion de equipos de laboratorios de los departamentos de la espe,  universidad de las fuerzas armadas espe,  sectorial educacion,0.0,2074298.0500000003,936198.0,0.0,219097.98,80200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   actualizacion y renovacion de equipos de laboratorios de los departamentos de la espe  sectorial educacion
24,   actualizar los estudios del proyecto: salinas anconchanduyengunga,  ministerio de transporte y obras publicas,  sectorial  comunicaciones,4482963.84,5220970.72,4482963.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   actualizar los estudios del proyecto: salinas anconchanduyengunga  sectorial  comunicaciones
25,   acuaponia (cultivo de peces y hortalizas) como modelo de desarrollo a comunidades rurales del canton bolivar,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,0.0,5000.0,0.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   acuaponia (cultivo de peces y hortalizas) como modelo de desarrollo a comunidades rurales del canton bolivar  sectorial educacion
26,   adaptabilidad de clones de cacao tipo nacional (theobroma cacao l.) a condiciones edafoclimaticas de la provinci,  universidad estatal peninsula de santa elena,  sectorial educacion,1498.0,3000.0,1498.0,4989.0,19011.5,4989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   adaptabilidad de clones de cacao tipo nacional (theobroma cacao l.) a condiciones edafoclimaticas de la provinci  sectorial educacion
27,   adaptacion de variedades de vid vitis vinifera l. en la peninsula de santa elena,  universidad estatal peninsula de santa elena,  sectorial educacion,2152.86,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   adaptacion de variedades de vid vitis vinifera l. en la peninsula de santa elena  sectorial educacion
28,   adecuacion   equipamiento y mantenimiento de la red de centros de privacion de libertad,  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,56618670.7,85248063.32,56794075.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de justicia  derechos humanos y cultos   adecuacion   equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial asuntos internos
29,   adecuacion  equipamiento y mantenimiento de la red,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24948692.560000002,0.0,0.0,0.0,0.0,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores   adecuacion  equipamiento y mantenimiento de la red  sectorial asuntos internos
30,   adecuacion  equipamiento y mantenimiento de la red de centros de privacion de libertad,  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,0.0,0.0,0.0,7104345.85,23388513.52,7826640.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de justicia  derechos humanos y cultos   adecuacion  equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial asuntos internos
31,   adecuacion  equipamiento y mantenimiento de la red de centros de privacion de libertad,  secretaria de derechos humanos,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701615.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria de derechos humanos   adecuacion  equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial asuntos internos
32,   adecuacion de aulas en los altos del complejo acuatico de la utn,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   adecuacion de aulas en los altos del complejo acuatico de la utn  sectorial educacion
33,   adecuacion de infraestructura y equipamiento de diferentes unidades academicas de la universidad de guayaquil,  universidad de guayaquil,  sectorial educacion,0.0,7577277.140000001,0.0,0.0,72187698.6,0.0,8623121.06,31968414.48,11101029.4,0.0,7330283.8999999985,0.0,2483197.3899999997,8353968.45,2489149.6100000003,  universidad de guayaquil   adecuacion de infraestructura y equipamiento de diferentes unidades academicas de la universidad de guayaquil  sectorial educacion
34,   adecuacion de la infraestructura fisica del edificio no. de la facultad de ciencias de la salud antiguo hospita,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   adecuacion de la infraestructura fisica del edificio no. de la facultad de ciencias de la salud antiguo hospita  sectorial educacion
35,   adecuacion de oficinas en las terrazas del edificio de la administracion central para el fortalecimiento de la g,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   adecuacion de oficinas en las terrazas del edificio de la administracion central para el fortalecimiento de la g  sectorial educacion
36,   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad,  ministerio de justicia  derechos humanos y cultos,  sectorial asuntos internos,74728998.74,101966606.11000001,74728998.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de justicia  derechos humanos y cultos   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial asuntos internos
37,   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad,  ministerio de transporte y obras publicas,  sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de transporte y obras publicas   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial comunicaciones
38,   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad,  servicio de contratacion de obras  secob,  sectorial desarrollo urbano y vivienda,308572.92,854844.7599999998,308572.92,0.0,0.0,0.0,0.0,62194.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio de contratacion de obras  secob   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial desarrollo urbano y vivienda
39,   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,13597.15,7126134.02,126906.76999999999,0.0,0.0,0.0,0.0,0.0,0.0,  servicio nacional de atencion integral a personas adultas privadas de la libertad y a adolescentes infractores   adecuacion equipamiento y mantenimiento de la red de centros de privacion de libertad  sectorial asuntos internos
40,   adecuacion y mejoramiento integral del edificio gobierno zonal de guayaquil,  servicio de gestion inmobiliaria del sector publico inmobiliar,  sectorial administrativo,0.0,7760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio de gestion inmobiliaria del sector publico inmobiliar   adecuacion y mejoramiento integral del edificio gobierno zonal de guayaquil  sectorial administrativo
41,   adecuaciones varias campus politecnico,  escuela politecnica nacional,  sectorial educacion,523721.53,8800926.46,538719.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  escuela politecnica nacional   adecuaciones varias campus politecnico  sectorial educacion
42,   adecuaciones varias de campus politecnico,  escuela politecnica nacional,  sectorial educacion,0.0,0.0,0.0,2251437.06,18551814.91,2306643.62,30800.979999999996,9160239.63,30800.979999999996,0.0,5953338.630000001,0.0,3954403.66,10779655.21,4626432.6,  escuela politecnica nacional   adecuaciones varias de campus politecnico  sectorial educacion
43,   adopcion del nuevo marco geodesico de referencia p,  instituto geografico militar,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2223626.36,19197466.13,2426408.59,0.0,0.0,0.0,  instituto geografico militar   adopcion del nuevo marco geodesico de referencia p  sectorial defensa nacional
44,   adopcion del nuevo marco geodesico de referencia para el ecuador  sirgas ecuador,  instituto geografico militar,  sectorial defensa nacional,230000.87999999998,409129.8,318748.14,191995.05,11213595.32,822595.6799999999,896037.45,20678445.590000004,913359.52,0.0,0.0,0.0,0.0,0.0,0.0,  instituto geografico militar   adopcion del nuevo marco geodesico de referencia para el ecuador  sirgas ecuador  sectorial defensa nacional
45,   adopcion del nuevo marco geodesico de referencia para el ecuador (sirgasecuador),  instituto geografico militar,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2390333.0700000003,11897776.010000004,2433939.39,  instituto geografico militar   adopcion del nuevo marco geodesico de referencia para el ecuador (sirgasecuador)  sectorial defensa nacional
46,   adquisicin de aeronaves de entrenamiento bsico para el curso unificado de pilotos militares de las fuerzas armadas en la escuela superior militar de aviacin cosme rennella barbatto,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122151763.48000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicin de aeronaves de entrenamiento bsico para el curso unificado de pilotos militares de las fuerzas armadas en la escuela superior militar de aviacin cosme rennella barbatto  sectorial defensa nacional
47,   adquisicin de equipamiento especializado para el desarrollo y fortalecimiento de la plataforma de informacin de la polica nacional,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19950000.020000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de gobierno   adquisicin de equipamiento especializado para el desarrollo y fortalecimiento de la plataforma de informacin de la polica nacional  sectorial asuntos internos
48,   adquisicion de  helicopteros bimotores para oper,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6581.9400000000005,352992654.18,51144289.510000005,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de  helicopteros bimotores para oper  sectorial defensa nacional
49,   adquisicion de  helicopteros bimotores para operaciones de busqueda y salvamento aeronautico (sar)  evacuacion,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156213029.64,415065719.04,312306363.0,  ministerio de defensa nacional   adquisicion de  helicopteros bimotores para operaciones de busqueda y salvamento aeronautico (sar)  evacuacion  sectorial defensa nacional
50,   adquisicion de  helicopteros bimotores para operaciones de busqueda y salvamento aeronautico (sar)  evacuacion aeromedica (evam) y apoyo a la secretaria de gestion de riesgo  servicio integrado de s,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,95895316.29,0.0,0.0,209070000.11999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de  helicopteros bimotores para operaciones de busqueda y salvamento aeronautico (sar)  evacuacion aeromedica (evam) y apoyo a la secretaria de gestion de riesgo  servicio integrado de s  sectorial defensa nacional
51,   adquisicion de activos y de construcciones,  universidad tecnica de quevedo,  sectorial educacion,11492065.57,22414135.830000002,12048201.98,10930201.89,34488713.08,11187714.12,9116326.1,28744454.6,9865549.61,1276567.0699999998,12537042.91,1283517.0699999998,3528152.9699999997,13521118.81,3528152.9699999997,  universidad tecnica de quevedo   adquisicion de activos y de construcciones  sectorial educacion
52,   adquisicion de aeronaves de entrenamiento basico p,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213517298.42000002,17985387.080000002,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de aeronaves de entrenamiento basico p  sectorial defensa nacional
53,   adquisicion de aeronaves de entrenamiento basico para el curso unificado de pilotos militares de las fuerzas arm,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47268559.51,269671823.64,103343258.97,  ministerio de defensa nacional   adquisicion de aeronaves de entrenamiento basico para el curso unificado de pilotos militares de las fuerzas arm  sectorial defensa nacional
54,   adquisicion de armamento calibre mayor y menor par,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47950877.999999985,12719998.14,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de armamento calibre mayor y menor par  sectorial defensa nacional
55,   adquisicion de armamento calibre mayor y menor para la fuerza terrestre,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,27950497.440000005,2501698.0,0.0,49302019.68,1988501.41,0.0,0.0,0.0,0.0,6155199.51,0.0,  ministerio de defensa nacional   adquisicion de armamento calibre mayor y menor para la fuerza terrestre  sectorial defensa nacional
56,   adquisicion de embarcaciones multiproposito para o,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19285.71,50679478.22,180000.0,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de embarcaciones multiproposito para o  sectorial defensa nacional
57,   adquisicion de embarcaciones multiproposito para operaciones en selva en apoyo a la seguridad integral del estad,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20441865.28,66460265.62,31682892.0,  ministerio de defensa nacional   adquisicion de embarcaciones multiproposito para operaciones en selva en apoyo a la seguridad integral del estad  sectorial defensa nacional
58,   adquisicion de embarcaciones multiproposito para operaciones en selva en apoyo a la seguridad integral del estado,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,62502951.68000001,0.0,21921.41,55445120.64,39599.979999999996,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de defensa nacional   adquisicion de embarcaciones multiproposito para operaciones en selva en apoyo a la seguridad integral del estado  sectorial defensa nacional
59,   adquisicion de equipamiento biomedico mobiliario  dispositivos medicos,  ministerio de salud publica,  sectorial salud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13078.080000000002,9297336.24,18004.08,0.0,23243340.599999998,0.0,  ministerio de salud publica   adquisicion de equipamiento biomedico mobiliario  dispositivos medicos  sectorial salud
60,   adquisicion de equipamiento especializado para el,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18451156.310000002,0.0,0.0,0.0,0.0,  ministerio de gobierno   adquisicion de equipamiento especializado para el  sectorial asuntos internos
61,   adquisicion de equipamiento especializado para el desarrollo y fortalecimiento de la plataforma de informacion d,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11970000.0,0.0,  ministerio de gobierno   adquisicion de equipamiento especializado para el desarrollo y fortalecimiento de la plataforma de informacion d  sectorial asuntos internos
62,   adquisicion de equipamiento para la carrera ingenieria ambiental de la universidad estatal del sur de manabi,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129158.4,0.0,0.0,25831.68,0.0,  universidad estatal del sur de manabi   adquisicion de equipamiento para la carrera ingenieria ambiental de la universidad estatal del sur de manabi  sectorial educacion
63,   adquisicion de equipamiento para los laboratorios de la facultad de ciencias de la salud bromatologia y biotecno,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,29794.64,1447523.36,237375.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal del sur de manabi   adquisicion de equipamiento para los laboratorios de la facultad de ciencias de la salud bromatologia y biotecno  sectorial educacion
64,   adquisicion de equipos para el fortalecimiento de,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2735488.0,16871980.92,2735488.0,0.0,0.0,0.0,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.   adquisicion de equipos para el fortalecimiento de  sectorial agropecuario
65,   adquisicion de equipos para el fortalecimiento de laboratorios de investigacion de la estacion experimental san,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.,  sectorial agropecuario,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4087137.5100000002,0.0,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.   adquisicion de equipos para el fortalecimiento de laboratorios de investigacion de la estacion experimental san  sectorial agropecuario
66,   adquisicion de equipos para el fortalecimiento de laboratorios de investigacion de la estacion experimental santa catalina y estacion experimental tropical pichilingue del iniap,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.,  sectorial agropecuario,0.0,0.0,0.0,0.0,25960923.599999998,0.0,2098200.0,27969951.819999997,2797600.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto nacional de investigaciones agropecuarias    i.n.i.a.p.   adquisicion de equipos para el fortalecimiento de laboratorios de investigacion de la estacion experimental santa catalina y estacion experimental tropical pichilingue del iniap  sectorial agropecuario
67,   adquisicion de instalaciones centro de investigacion de ciencias administrativas y programas de postgrados de la,  universidad estatal peninsula de santa elena,  sectorial educacion,0.0,0.0,0.0,856675.28,1994792.6199999999,856675.28,0.0,4190109.9,419010.99,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal peninsula de santa elena   adquisicion de instalaciones centro de investigacion de ciencias administrativas y programas de postgrados de la  sectorial educacion
68,   adquisicion de kits de alimentos e insumos medicos de tratamiento del covid para la atencion de la emergenci,  consejo de gobierno del regimen especial de galapagos,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547065.9,0.0,0.0,3282395.4,223755.0,  consejo de gobierno del regimen especial de galapagos   adquisicion de kits de alimentos e insumos medicos de tratamiento del covid para la atencion de la emergenci  sectorial ambiente
69,   adquisicion de laboratorios de criminalistica,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32488.0,352128.0,58688.0,13100.0,348984.0,26200.0,  ministerio de gobierno   adquisicion de laboratorios de criminalistica  sectorial asuntos internos
70,   adquisicion de laboratorios de criminalistica,  ministerio del interior,  sectorial asuntos internos,0.0,3404575.5999999996,0.0,9432.0,3270163.7399999998,88032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del interior   adquisicion de laboratorios de criminalistica  sectorial asuntos internos
71,   adquisicion de material qb neumaticos y baterias para hacer frente a la crisis sanitaria del covid  para la f,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27095.06,10455699.76,1173451.2,0.0,17952290.92,0.0,  ministerio de defensa nacional   adquisicion de material qb neumaticos y baterias para hacer frente a la crisis sanitaria del covid  para la f  sectorial defensa nacional
72,   adquisicion de operacion y mantenimiento de un sistema academico software para mejorar el acceso a la informacio,  universidad estatal del sur de manabi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866437.3200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal del sur de manabi   adquisicion de operacion y mantenimiento de un sistema academico software para mejorar el acceso a la informacio  sectorial educacion
