,proyecto,entidad,sectorial,P2017,C2017,D2017,P2018,C2018,D2018,P2019,C2019,D2019,P2020,C2020,D2020,P2021,C2021,D2021,text
1481,   fortalecimiento de la direccion general de refugiados del ministerio de relaciones exteriores y movilidad humana,  ministerio  de relaciones exteriores  y movilidad humana,  sectorial asuntos del exterior,0.0,0.0,0.0,0.0,9104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio  de relaciones exteriores  y movilidad humana   fortalecimiento de la direccion general de refugiados del ministerio de relaciones exteriores y movilidad humana  sectorial asuntos del exterior
1482,   fortalecimiento de la economia popular y solidaria,  universidad tecnica de cotopaxi,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46074.369999999995,0.0,0.0,0.0,0.0,  universidad tecnica de cotopaxi   fortalecimiento de la economia popular y solidaria  sectorial educacion
1483,   fortalecimiento de la economia popular y solidaria y las mipymes de la provincia de cotopaxi,  universidad tecnica de cotopaxi,  sectorial educacion,0.0,0.0,0.0,5600.0,11200.0,5600.0,4278.33,80478.32,7055.33,0.0,0.0,0.0,10856.0,24843.199999999997,14548.0,  universidad tecnica de cotopaxi   fortalecimiento de la economia popular y solidaria y las mipymes de la provincia de cotopaxi  sectorial educacion
1484,   fortalecimiento de la educacion especializada,  ministerio de educacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90985910.10000001,0.0,0.0,1486202.4,0.0,  ministerio de educacion   fortalecimiento de la educacion especializada  sectorial educacion
1485,   fortalecimiento de la educacion intercultural bilingue,  ministerio de educacion,  sectorial educacion,26014.140000000003,51693.259999999995,28058.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de educacion   fortalecimiento de la educacion intercultural bilingue  sectorial educacion
1486,   fortalecimiento de la educacion superior,  escuela superior politecnica del litoral,  sectorial educacion,43695314.05,139376291.04999998,45334280.5,5841816.46,28006214.630000003,5988673.12,43895656.269999996,111097716.85000001,45244676.93,2288976.43,47554381.97,2422853.85,6417578.609999999,53172120.68,6794494.459999999,  escuela superior politecnica del litoral   fortalecimiento de la educacion superior  sectorial educacion
1487,   fortalecimiento de la educacion superior universit,  secretaria de educacion superior ciencia tecnologia e innovacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098261.58,75722045.06,1250761.08,0.0,0.0,0.0,  secretaria de educacion superior ciencia tecnologia e innovacion   fortalecimiento de la educacion superior universit  sectorial educacion
1488,   fortalecimiento de la educacion superior universitaria  tecnica y tecnologica en la region amazonica con criter,  secretaria de educacion superior ciencia tecnologia e innovacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3975589.96,75229143.56,4111228.7699999996,  secretaria de educacion superior ciencia tecnologia e innovacion   fortalecimiento de la educacion superior universitaria  tecnica y tecnologica en la region amazonica con criter  sectorial educacion
1489,"   fortalecimiento de la educacion superior universitaria, tecnica y tecnologica en la region amazonica con criter",  instituto de fomento al talento humano,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,209555.61,721020.0,476042.87,0.0,0.0,0.0,0.0,0.0,0.0,"  instituto de fomento al talento humano   fortalecimiento de la educacion superior universitaria, tecnica y tecnologica en la region amazonica con criter  sectorial educacion"
1490,"   fortalecimiento de la educacion superior universitaria, tecnica y tecnologica en la region amazonica con criter",  secretaria de educacion superior ciencia tecnologia e innovacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,47378.06,9178269.350000001,461627.0,0.0,0.0,0.0,0.0,0.0,0.0,"  secretaria de educacion superior ciencia tecnologia e innovacion   fortalecimiento de la educacion superior universitaria, tecnica y tecnologica en la region amazonica con criter  sectorial educacion"
1491,   fortalecimiento de la ensenanza del ingles como lengua extranjera en ecuador,  ministerio de educacion,  sectorial educacion,71327.81999999999,773101.5599999999,128850.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de educacion   fortalecimiento de la ensenanza del ingles como lengua extranjera en ecuador  sectorial educacion
1492,   fortalecimiento de la etnoecuatoriana,  ministerio de educacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138824.0,0.0,  ministerio de educacion   fortalecimiento de la etnoecuatoriana  sectorial educacion
1493,   fortalecimiento de la gestion academica de los est,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750932.96,9011195.68,750932.96,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion academica de los est  sectorial educacion
1494,   fortalecimiento de la gestion academica de los estudiantes de la universidad tecnica del norte  a traves del apr,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4255286.92,10597750.46,4255286.92,  universidad tecnica del norte   fortalecimiento de la gestion academica de los estudiantes de la universidad tecnica del norte  a traves del apr  sectorial educacion
1495,   fortalecimiento de la gestion academica de los estudiantes de la universidad tecnica del norte a traves del apre,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,2753420.8899999997,9011195.64,2753420.8899999997,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion academica de los estudiantes de la universidad tecnica del norte a traves del apre  sectorial educacion
1496,   fortalecimiento de la gestion academica y administrativa de la universidad tecnia del norte mediante la adecuaci,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,1486305.4500000002,5771611.44,1486305.4500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion academica y administrativa de la universidad tecnia del norte mediante la adecuaci  sectorial educacion
1497,   fortalecimiento de la gestion academica y administrativa de la universidad tecnica del norte mediante la adecuac,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,29609.63,502132.12,29609.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion academica y administrativa de la universidad tecnica del norte mediante la adecuac  sectorial educacion
1498,   fortalecimiento de la gestion academica y administrativa institucional mediante la construccion y adecuacion de,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,851722.8200000001,5203501.920000001,964460.46,1286040.46,18726226.889999997,1434405.6,5323219.11,17512692.6,5432413.95,  universidad tecnica del norte   fortalecimiento de la gestion academica y administrativa institucional mediante la construccion y adecuacion de  sectorial educacion
1499,   fortalecimiento de la gestion academica y administrativa universitaria mediante el mantenimiento preventivo y co,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,501358.22,2569010.0700000003,583223.55,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion academica y administrativa universitaria mediante el mantenimiento preventivo y co  sectorial educacion
1500,   fortalecimiento de la gestion de investigacion en la universidad tecnica del norte,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,375285.6,557468.3400000001,375285.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion de investigacion en la universidad tecnica del norte  sectorial educacion
1501,   fortalecimiento de la gestion de la informacion hidrometeorologica   hidrogeologica y sociocultural del agua en el,  secretaria nacional del agua,  sectorial recursos naturales,0.0,1671110.04,0.0,55200.0,134400.0,67200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  secretaria nacional del agua   fortalecimiento de la gestion de la informacion hidrometeorologica   hidrogeologica y sociocultural del agua en el  sectorial recursos naturales
1502,   fortalecimiento de la gestion de la universidad tecnica del norte a traves de la dotacion de bienes y servicios,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,777424.8,6147014.5,952447.8999999999,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion de la universidad tecnica del norte a traves de la dotacion de bienes y servicios  sectorial educacion
1503,   fortalecimiento de la gestion de las finanzas publicas,  ministerio de economia y finanzas,  sectorial finanzas,5133481.41,8827108.620000001,5432588.21,293140.08,1948771.38,403259.08,862986.85,2256000.0,969246.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de economia y finanzas   fortalecimiento de la gestion de las finanzas publicas  sectorial finanzas
1504,   fortalecimiento de la gestion institucional del consejo de evaluacion acreditacion y aseguramiento de la calidad,  consejo de aseguramiento de la calidad de la educacion superior,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  consejo de aseguramiento de la calidad de la educacion superior   fortalecimiento de la gestion institucional del consejo de evaluacion acreditacion y aseguramiento de la calidad  sectorial educacion
1505,   fortalecimiento de la gestion investigacion en la universidad tecnica del norte,  universidad tecnica del norte,  sectorial educacion,1102455.7599999998,2275976.4299999997,1243593.7599999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la gestion investigacion en la universidad tecnica del norte  sectorial educacion
1506,   fortalecimiento de la industria filmica y audiovis,  instituto de cine y creacion audiovisual,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51571.51999999999,1397294.0,51571.51999999999,0.0,11372.48,0.0,  instituto de cine y creacion audiovisual   fortalecimiento de la industria filmica y audiovis  sectorial educacion
1507,   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a ni,  instituto de cine y creacion audiovisual,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,1446333.7500000002,2779094.7700000005,1463777.7500000002,0.0,0.0,0.0,0.0,0.0,0.0,  instituto de cine y creacion audiovisual   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a ni  sectorial educacion
1508,   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a ni,  instituto de fomento a la creatividad y la innovacion,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539634.4,1149396.24,731386.4800000001,174446.04,2293824.48,174446.04,  instituto de fomento a la creatividad y la innovacion   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a ni  sectorial educacion
1509,   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a nivel nacional e internacional,  instituto de cine y creacion audiovisual,  sectorial educacion,0.0,0.0,0.0,1084203.2,4702900.38,1364101.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  instituto de cine y creacion audiovisual   fortalecimiento de la industria filmica y audiovisual ecuatoriana a traves de su posicionamiento y difusion a nivel nacional e internacional  sectorial educacion
1510,   fortalecimiento de la infraestructura academica de,  universidad de las fuerzas armadas espe,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107733.84,814835.94,124786.8,0.0,54758.82,0.0,  universidad de las fuerzas armadas espe   fortalecimiento de la infraestructura academica de  sectorial educacion
1511,   fortalecimiento de la infraestructura academica de la universidad de las fuerzas armadas,  universidad de las fuerzas armadas espe,  sectorial educacion,716346.86,3526248.5,720043.61,123484.32,2785961.5300000003,131948.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   fortalecimiento de la infraestructura academica de la universidad de las fuerzas armadas  sectorial educacion
1512,   fortalecimiento de la infraestructura academica de la universidad de las fuerzas armadas  espe,  universidad de las fuerzas armadas espe,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,5101543.11,21470692.51,6028316.63,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de las fuerzas armadas espe   fortalecimiento de la infraestructura academica de la universidad de las fuerzas armadas  espe  sectorial educacion
1513,   fortalecimiento de la infraestructura fisica mediante la construccion de talleres de robotica y laboratorio de m,  escuela superior politecnica del chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521355.1899999997,0.0,723521.16,2790841.28,723521.16,  escuela superior politecnica del chimborazo   fortalecimiento de la infraestructura fisica mediante la construccion de talleres de robotica y laboratorio de m  sectorial educacion
1514,   fortalecimiento de la infraestructura para la educacion superior en la universidad estatal de milagro,  universidad estatal de milagro,  sectorial educacion,21866878.619999997,45995089.81000001,22282510.009999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad estatal de milagro   fortalecimiento de la infraestructura para la educacion superior en la universidad estatal de milagro  sectorial educacion
1515,   fortalecimiento de la infraestructura tecnologica,  agencia de regulacion y control de las telecomunicaciones arcotel,  sectorial transparencia y control social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33550460.8,0.0,0.0,0.0,0.0,  agencia de regulacion y control de las telecomunicaciones arcotel   fortalecimiento de la infraestructura tecnologica  sectorial transparencia y control social
1516,   fortalecimiento de la infraestructura tecnologica de la autoridad portuaria de guayaquil,  autoridad portuaria de guayaquil,  sectorial defensa nacional,0.0,2540007.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  autoridad portuaria de guayaquil   fortalecimiento de la infraestructura tecnologica de la autoridad portuaria de guayaquil  sectorial defensa nacional
1517,   fortalecimiento de la infraestructura tecnologica de la ueb,  universidad estatal de bolivar,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528611.72,0.0,0.0,1952217.5599999998,0.0,  universidad estatal de bolivar   fortalecimiento de la infraestructura tecnologica de la ueb  sectorial educacion
1518,   fortalecimiento de la infraestructura tecnologica para el control de los servicios de telecomunicaciones y del,  agencia de regulacion y control de las telecomunicaciones arcotel,  sectorial transparencia y control social,0.0,0.0,0.0,0.0,0.0,0.0,146369.2,46334455.739999995,1366112.55,0.0,0.0,0.0,0.0,21011013.759999998,0.0,  agencia de regulacion y control de las telecomunicaciones arcotel   fortalecimiento de la infraestructura tecnologica para el control de los servicios de telecomunicaciones y del  sectorial transparencia y control social
1519,   fortalecimiento de la infraestructura tecnologica para el control de los servicios de telecomunicaciones y del,  agencia de regulacion y control de las telecomunicaciones arcotel,  transparencia y control social,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  agencia de regulacion y control de las telecomunicaciones arcotel   fortalecimiento de la infraestructura tecnologica para el control de los servicios de telecomunicaciones y del  transparencia y control social
1520,   fortalecimiento de la infraestructura y equipamiento para la facultad de ingenieria y ciencias de la salud de la,  universidad nacional de chimborazo,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15856906.01,0.0,0.0,26457034.970000006,0.0,  universidad nacional de chimborazo   fortalecimiento de la infraestructura y equipamiento para la facultad de ingenieria y ciencias de la salud de la  sectorial educacion
1521,   fortalecimiento de la institucionalidad para incrementar la capacidad de gestion del gobierno autonomo parroquia,  escuela superior politecnica agropecuaria de manabi manuel felix lopez,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.5,2474.5,474.5,500.0,5974.5,500.0,  escuela superior politecnica agropecuaria de manabi manuel felix lopez   fortalecimiento de la institucionalidad para incrementar la capacidad de gestion del gobierno autonomo parroquia  sectorial educacion
1522,   fortalecimiento de la investigacion  desarrollo e innovacion de la universidad de guayaquil.,  universidad de guayaquil,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,188819.7,6247265.25,188819.7,  universidad de guayaquil   fortalecimiento de la investigacion  desarrollo e innovacion de la universidad de guayaquil.  sectorial educacion
1523,   fortalecimiento de la investigacion cientifica y t,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1005900.0,0.0,0.0,83825.0,0.0,  universidad tecnica del norte   fortalecimiento de la investigacion cientifica y t  sectorial educacion
1524,   fortalecimiento de la investigacion cientifica y tecnologica de la universidad tecnica del norte ,  universidad tecnica del norte,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,623269.71,9013684.729999999,853049.4299999999,0.0,0.0,0.0,0.0,0.0,0.0,  universidad tecnica del norte   fortalecimiento de la investigacion cientifica y tecnologica de la universidad tecnica del norte   sectorial educacion
1525,   fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil,  universidad de guayaquil,  sectorial educacion,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,7087806.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  universidad de guayaquil   fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil  sectorial educacion
1526,   fortalecimiento de la polica nacional para garantizar la seguridad ciudadana en las zonas de frontera y de mayor ndice delictivo,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,3443.52,99694807.66000001,6939.52,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de gobierno   fortalecimiento de la polica nacional para garantizar la seguridad ciudadana en las zonas de frontera y de mayor ndice delictivo  sectorial asuntos internos
1527,   fortalecimiento de la policia nacional para garant,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94601830.03999999,0.0,0.0,0.0,0.0,  ministerio de gobierno   fortalecimiento de la policia nacional para garant  sectorial asuntos internos
1528,   fortalecimiento de la policia nacional para garantizar la seguridad ciudadana en las zonas de frontera y de mayo,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241303.19999999998,47683882.89999999,310643.2,  ministerio de gobierno   fortalecimiento de la policia nacional para garantizar la seguridad ciudadana en las zonas de frontera y de mayo  sectorial asuntos internos
1529,   fortalecimiento de la policia nacional para operaciones de orden publico y seguridad ciudadana,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95537381.60000001,0.0,15168861.0,118186336.35999998,22474291.499999996,  ministerio de gobierno   fortalecimiento de la policia nacional para operaciones de orden publico y seguridad ciudadana  sectorial asuntos internos
1530,   fortalecimiento de la red de agua potable y sistema de alcantarillado sanitario y pluvial de la unemi,  universidad estatal de milagro,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,627446.64,5505831.54,660434.22,343419.51,773015.14,386740.37,0.0,211378.47000000003,0.0,  universidad estatal de milagro   fortalecimiento de la red de agua potable y sistema de alcantarillado sanitario y pluvial de la unemi  sectorial educacion
1531,   fortalecimiento de la resiliencia de las comunidades ante los efectos adversos del cambio climatico con enfasis,  ministerio del ambiente,  sectorial  ambiente,1282224.2899999998,4035701.3900000006,1291548.6199999999,1939383.64,32396073.349999998,1988696.2999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente   fortalecimiento de la resiliencia de las comunidades ante los efectos adversos del cambio climatico con enfasis  sectorial  ambiente
1532,   fortalecimiento de la resiliencia de las comunidades ante los efectos adversos del cambio climatico con enfasis  en seguridad alimentaria  en la rpovincia de pichincha   y la cuenca del rio jubones,  ministerio del ambiente,  sectorial ambiente,0.0,0.0,0.0,0.0,0.0,0.0,34456.83,103370.49,34456.83,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del ambiente   fortalecimiento de la resiliencia de las comunidades ante los efectos adversos del cambio climatico con enfasis  en seguridad alimentaria  en la rpovincia de pichincha   y la cuenca del rio jubones  sectorial ambiente
1533,   fortalecimiento de la salud y la economia familiar y comunitaria de la poblacion en movilidad y receptora en la,  universidad nacional de loja,  sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791257.27,3409940.1000000006,803013.04,  universidad nacional de loja   fortalecimiento de la salud y la economia familiar y comunitaria de la poblacion en movilidad y receptora en la  sectorial educacion
1534,   fortalecimiento de la seguridad ciudadana  mediant,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,0.0,  ministerio de gobierno   fortalecimiento de la seguridad ciudadana  mediant  sectorial asuntos internos
1535,   fortalecimiento de la seguridad ciudadana  mediante el incremento de la capacidad operativa de helicopteros para,  ministerio del interior,  sectorial asuntos internos,0.0,0.0,0.0,0.0,5994000.0,497000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio del interior   fortalecimiento de la seguridad ciudadana  mediante el incremento de la capacidad operativa de helicopteros para  sectorial asuntos internos
1536,   fortalecimiento de la seguridad ciudadana mediante el incremento de la capacidad operativa de helicopteros para,  ministerio de gobierno,  sectorial asuntos internos,0.0,0.0,0.0,0.0,0.0,0.0,119280.0,238560.0,119280.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de gobierno   fortalecimiento de la seguridad ciudadana mediante el incremento de la capacidad operativa de helicopteros para  sectorial asuntos internos
1537,   fortalecimiento de las capacidades de control de l,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9908690.0,20997903.859999996,9908690.0,0.0,0.0,0.0,  ministerio de defensa nacional   fortalecimiento de las capacidades de control de l  sectorial defensa nacional
1538,   fortalecimiento de las capacidades de control de la infanteria de marina en las zonas fronterizas,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,19789.64,30991273.92,184703.24,22060360.0,43425277.239999995,22689406.91,0.0,0.0,0.0,0.0,14446286.399999999,0.0,  ministerio de defensa nacional   fortalecimiento de las capacidades de control de la infanteria de marina en las zonas fronterizas  sectorial defensa nacional
1539,   fortalecimiento de las capacidades de los pescador,  ministerio de produccion comercio exterior inversiones y pesca,  sectorial comercio exterior  industrializacion  pesca y competitividad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6013438.59,0.0,0.0,0.0,0.0,  ministerio de produccion comercio exterior inversiones y pesca   fortalecimiento de las capacidades de los pescador  sectorial comercio exterior  industrializacion  pesca y competitividad
1540,   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagos y de sus embarc,  ministerio de acuacultura y pesca.,  sectorial agropecuario,13549.04,13549.04,13549.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de acuacultura y pesca.   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagos y de sus embarc  sectorial agropecuario
1541,   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca,  ministerio de acuacultura y pesca.,  sectorial agropecuario,0.0,0.0,0.0,446352.75000000006,975453.1399999999,469122.22000000003,0.0,4887745.199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de acuacultura y pesca.   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca  sectorial agropecuario
1542,   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca,  ministerio de agricultura y ganaderia,  sectorial agropecuario,29220318.009999998,52435603.25,29282418.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de agricultura y ganaderia   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca  sectorial agropecuario
1543,   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca,  ministerio de produccion comercio exterior inversiones y pesca,  sectorial comercio exterior  industrializacion  pesca y competitividad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11404738.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de produccion comercio exterior inversiones y pesca   fortalecimiento de las capacidades de los pescadores artesanales de las regiones costa y galapagosy de sus embarca  sectorial comercio exterior  industrializacion  pesca y competitividad
1544,   fortalecimiento de las capacidades de monitoreo y de alerta temprana ante riesgos de origen oceanico,  instituto oceanografico y antartico de la armada,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10396357.11,17628684.25,11369276.3,0.0,3525736.85,0.0,  instituto oceanografico y antartico de la armada   fortalecimiento de las capacidades de monitoreo y de alerta temprana ante riesgos de origen oceanico  sectorial defensa nacional
1545,   fortalecimiento de las capacidades de trabajadores as del sector productivo a traves de la capacitacion y forma,  servicio ecuatoriano de capacitacion profesional secap,  sectorial trabajo,6874603.8100000005,16251635.48,7048065.299999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio ecuatoriano de capacitacion profesional secap   fortalecimiento de las capacidades de trabajadores as del sector productivo a traves de la capacitacion y forma  sectorial trabajo
1546,   fortalecimiento de las capacidades de trabajadoresas del sector productivo a traves de la capacitacion y forma,  servicio ecuatoriano de capacitacion profesional secap,  sectorial trabajo,0.0,0.0,0.0,0.0,100846.29999999999,0.0,0.0,223968.66999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio ecuatoriano de capacitacion profesional secap   fortalecimiento de las capacidades de trabajadoresas del sector productivo a traves de la capacitacion y forma  sectorial trabajo
1547,   fortalecimiento de las capacidades de trabajadoresas del sector productivo a traves de la capacitacion y formacion a nivel nacional con la adecuacion y rehabilitacion de  centros operativos del ser,  servicio ecuatoriano de capacitacion profesional secap,  sectorial trabajo,0.0,0.0,0.0,0.0,199978.28000000003,0.0,0.0,101011.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  servicio ecuatoriano de capacitacion profesional secap   fortalecimiento de las capacidades de trabajadoresas del sector productivo a traves de la capacitacion y formacion a nivel nacional con la adecuacion y rehabilitacion de  centros operativos del ser  sectorial trabajo
1548,   fortalecimiento de las capacidades del control de la infanteria de marina en las zonas fronterizas,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,25681224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  ministerio de defensa nacional   fortalecimiento de las capacidades del control de la infanteria de marina en las zonas fronterizas  sectorial defensa nacional
1549,   fortalecimiento de las capacidades del gobierno ecuatoriano para el diseno y ejecucion de programas y politicas so,  secretaria tecnica del plan toda una vida,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70202.38,70202.38,70202.38,0.0,0.0,0.0,  secretaria tecnica del plan toda una vida   fortalecimiento de las capacidades del gobierno ecuatoriano para el diseno y ejecucion de programas y politicas so  sectorial administrativo
1550,   fortalecimiento de las capacidades del gobierno ecuatoriano para el diseno y ejecucion de programas y politicas so,  secretaria tecnica ecuador crece sin desnutricion infantil,  sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70202.38,0.0,  secretaria tecnica ecuador crece sin desnutricion infantil   fortalecimiento de las capacidades del gobierno ecuatoriano para el diseno y ejecucion de programas y politicas so  sectorial administrativo
1551,   fortalecimiento de las capacidades del sistema de,  ministerio de defensa nacional,  sectorial defensa nacional,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94090.36,22440914.79,134290.83,0.0,0.0,0.0,  ministerio de defensa nacional   fortalecimiento de las capacidades del sistema de  sectorial defensa nacional
