,target,sdg,text
835,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de loja mejoramiento y mantenimiento del transporte vial
836,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de tungurahua mejoramiento y mantenimiento del transporte vial
837,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de sucumbios mejoramiento y mantenimiento del transporte vial
838,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provicnia de pastaza mejoramiento y mantenimiento del transporte vial
839,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas equipo caminero mejoramiento y mantenimiento del transporte vial
840,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas adquisicion de puentes metalicos emergentes mejoramiento y mantenimiento del transporte vial
841,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados velacruzcatacochamacarapuente internacional mejoramiento y mantenimiento del transporte vial
842,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas programa de reduccion de la contaminacion ambiental racionalizacion del subsidio de combustibles del transporte publico y su chatarrizacion plan de renovacion vehicular mejoramiento y mantenimiento del transporte vial
843,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados pelileobanospuyo mejoramiento y mantenimiento del transporte vial
844,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de chimborazo mejoramiento y mantenimiento del transporte vial
845,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion mejoramiento y mantenimiento del transporte vial
846,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular de metros de luz sobre el rio pastaza en el sector san martin mejoramiento y mantenimiento del transporte vial
847,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas repavimentacion del paso lateral de la ciudad de ambato con una longitud de kms mejoramiento y mantenimiento del transporte vial
848,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de el oro mejoramiento y mantenimiento del transporte vial
849,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados pelileobanospuyo mejoramiento y mantenimiento del transporte vial
850,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de chimborazo mejoramiento y mantenimiento del transporte vial
851,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion mejoramiento y mantenimiento del transporte vial
852,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular de metros de luz sobre el rio pastaza en el sector san martin mejoramiento y mantenimiento del transporte vial
853,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas repavimentacion del paso lateral de la ciudad de ambato con una longitud de kms mejoramiento y mantenimiento del transporte vial
854,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estabilizacion de taludes en las abscisas a la y la a la del paso lateral de ambato mejoramiento y mantenimiento del transporte vial
855,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas gestion en infraestructura y seguridad vial mejoramiento y mantenimiento del transporte vial
856,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas programa de conservacion por niveles de servicio mejoramiento y mantenimiento del transporte vial
857,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas sistema de informacion para la movilidad mejoramiento y mantenimiento del transporte vial
858,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas normativa para la operacion y control de los sistemas de via ferrea mejoramiento y mantenimiento del transporte vial
859,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas sistema de control para vehiculos de carga pesada equipado con lectores electronicos plataforma de integracion de datos y porticos de seleccion mejoramiento y mantenimiento del transporte vial
860,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados troncal amazonica puente pastazalimonsan juan bosco de km de longitud mejoramiento y mantenimiento del transporte vial
861,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados papallacta baeza y de narupa tena y y de narupa puente huataraco mejoramiento y mantenimiento del transporte vial
862,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de el oro mejoramiento y mantenimiento del transporte vial
863,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados de la carretera riobamba limite provincial chimborazo canar mejoramiento y mantenimiento del transporte vial
864,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos del nuevo puente vehicular sobre la quebrada salsipuedes canton pallatanga provincia de chimborazo mejoramiento y mantenimiento del transporte vial
865,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de sucumbios mejoramiento y mantenimiento del transporte vial
866,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados de la carretera guayaquilprogresosalinas mejoramiento y mantenimiento del transporte vial
867,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento de la c riobamba zhud rehabilitacion c riobamba balbanera zhud excluyendo tramo guasuntos chunchi mejoramiento y mantenimiento del transporte vial
868,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas ""rehabilitacion mantenimiento la via mitad del mundo ? la independencia ; mejoramiento y mantenimiento del transporte vial"
869,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de pavimento rigido carretera ona ? loja tramo tramo santiago ? loja prov loja y mantenimiento durante anos mejoramiento y mantenimiento del transporte vial
870,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la c riobamba cebadas mejoramiento y mantenimiento del transporte vial
871,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion rehabilitacion y mantenimiento de la carretera puente rio pindobalsaszaracay tramo uno puente rio pindo ?balsas abscisas ? y tramo dos balsaszaracay abscisas ? mejoramiento y mantenimiento del transporte vial
872,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminacion meses y mtto meses de carretera concordiapuerto nuevo long km incluye constru puentes sobre rios guabal guabalito m bua m chila m mejoramiento y mantenimiento del transporte vial
873,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento c plan de milagro indanza gualaquiza tramo san juan bosco tucumbatza mejoramiento y mantenimiento del transporte vial
874,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion de la construccion de los puentes guagrayacu quijos oritoyacu y guango mejoramiento y mantenimiento del transporte vial
875,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios para la rehabilitacion y construccion de la via zarumasinsaosalviastambilloquebrada las chinchas mejoramiento y mantenimiento del transporte vial
876,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de santa elena mejoramiento y mantenimiento del transporte vial
877,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del canar mejoramiento y mantenimiento del transporte vial
878,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de imbabura mejoramiento y mantenimiento del transporte vial
879,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de orellana mejoramiento y mantenimiento del transporte vial
880,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del cotopaxi mejoramiento y mantenimiento del transporte vial
881,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por administracion directa de la carretera zamora chuchumbletza mejoramiento y mantenimiento del transporte vial
882,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de los rios mejoramiento y mantenimiento del transporte vial
883,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del carchi mejoramiento y mantenimiento del transporte vial
884,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del napo mejoramiento y mantenimiento del transporte vial
885,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento de la provincia de santo domingo mejoramiento y mantenimiento del transporte vial
886,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mejoramiento y mantenimiento de la via puerto quito la sexta de km mejoramiento y mantenimiento del transporte vial
887,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de bolivar mejoramiento y mantenimiento del transporte vial
888,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del guayas mejoramiento y mantenimiento del transporte vial
889,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de manabi mejoramiento y mantenimiento del transporte vial
890,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de pichincha mejoramiento y mantenimiento del transporte vial
891,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia del azuay mejoramiento y mantenimiento del transporte vial
892,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de morona santiago mejoramiento y mantenimiento del transporte vial
893,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la carretera chonecanutocalcetajuninpimpiguasi incluye paso lateral de junin y puentes mejoramiento y mantenimiento del transporte vial
894,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento por niveles de servicio de la carretera guayaquil santa elena mejoramiento y mantenimiento del transporte vial
895,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio babahoyo y sus vias de acceso mejoramiento y mantenimiento del transporte vial
896,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la via progreso playas mejoramiento y mantenimiento del transporte vial
897,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimineto por resultados inmediato carretera simon bolivarlago agriopuente chiritza mejoramiento y mantenimiento del transporte vial
898,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular de metros de luz sobre el rio pastaza en el sector de llignay mejoramiento y mantenimiento del transporte vial
899,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas repavimentacion de desde redondel de terremoto a totoras mejoramiento y mantenimiento del transporte vial
900,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios paso lateral sur puyo mejoramiento y mantenimiento del transporte vial
901,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados de la carretera balbanera pallatanga cumanda mejoramiento y mantenimiento del transporte vial
902,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios y disenos definitivos para la construccion del puente vehicular sobre el rio blanco ubicado en la carretera alausi huigra mejoramiento y mantenimiento del transporte vial
903,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio chanchan en la carretera alausi huigra piedreros mejoramiento y mantenimiento del transporte vial
904,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de ingeniera definitivos para la rehabilitacion de la carretera riobamba penipe puela cahuaji de mejoramiento y mantenimiento del transporte vial
905,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios del eje vial manta manaos mejoramiento y mantenimiento del transporte vial
906,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion reconstruccion y mantenimiento de la carretera arenillaspuente puyangoalamor zapotillolalamor tramo arenillas puyango alamor provincia de el oro de km mejoramiento y mantenimiento del transporte vial
907,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de las carreteras san pedro ? la bendita ? el cisne y guayabal ? san pedro la bendita incluye construccion del puente sobre el rio guayabal de provincia de loja mejoramiento y mantenimiento del transporte vial
908,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion meses mantenimiento meses c velacruz ? chaguarpamba rio pindo de km long ademas acceso a olmedo km long y conexion entre olmedo y chaguarpamba via antigua de km long y puentes quebrada la esperanza mejoramiento y mantenimiento del transporte vial
909,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de esmeraldas mejoramiento y mantenimiento del transporte vial
910,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de loja mejoramiento y mantenimiento del transporte vial
911,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de tungurahua mejoramiento y mantenimiento del transporte vial
912,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provincia de sucumbios mejoramiento y mantenimiento del transporte vial
913,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento vial de la provicnia de pastaza mejoramiento y mantenimiento del transporte vial
914,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas equipo caminero mejoramiento y mantenimiento del transporte vial
915,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas adquisicion de puentes metalicos emergentes mejoramiento y mantenimiento del transporte vial
916,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento por resultados velacruzcatacochamacarapuente internacional mejoramiento y mantenimiento del transporte vial
917,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas programa de reduccion de la contaminacion ambiental racionalizacion del subsidio de combustibles del transporte publico y su chatarrizacion plan de renovacion vehicular mejoramiento y mantenimiento del transporte vial
918,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion a carriles del tramo jambelilatacungaambato en una longitud de km aproximadamente incluye la construccion de intercambiadores y obras conexas incremento de infraestructura del transporte vial
919,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento carretera suma pedernales de km incremento de infraestructura del transporte vial
920,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion mantenimiento y fiscalizacion de la c guanujo echeandia incluye puentes salinas y charquiyacu incremento de infraestructura del transporte vial
921,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas mantenimiento carretera pedernales san vicente rehabilitacion y mantenimiento carretera pedernales san vicente corredor arterial de km incluido paso lateral canoa incremento de infraestructura del transporte vial
922,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas trabajos anillo vial santo domingo reconstruccion de la via nuevo israel los naranjos puerto limon luz de america de km incremento de infraestructura del transporte vial
923,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas rehabilitacion meses mtto meses car ""y"" de tababuela san lorenzo esmeraldas pedernales de km de long prov de imbabura esmeralda y manabi incremento de infraestructura del transporte vial"
924,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via mendez san jose de morona incremento de infraestructura del transporte vial
925,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas sto domingobabahoyojujan incremento de infraestructura del transporte vial
926,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento de la via tres marias estero canaveral baba y paso lateral de baba incluido construccion del puente junquillo de incremento de infraestructura del transporte vial
927,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mejoramiento meses mtto meses carretera de la via del pacifico corredor arterial tramo santa elena bahia de caraquez de km incremento de infraestructura del transporte vial
928,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion y mantenimiento de la c alausi huigra de km y accesos a la moya san antonio de montalvo achupallas de km incremento de infraestructura del transporte vial
929,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion durante meses y mantenimiento durante meses de la carretera gualaceolimon tramo gualaceoplan de milagro incremento de infraestructura del transporte vial
930,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion y mantenimiento contratado de la carretera catamayo gonzanama cariamanga sozoranga macara incluye fiscalizacion incremento de infraestructura del transporte vial
931,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion camino vecinal minastablonpucara incremento de infraestructura del transporte vial
932,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la av circunvalacion de la ciudad de riobamba km construccion incremento de infraestructura del transporte vial
933,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion para el acceso a la ciudad de esmeraldas desde la isla prado mejoramiento del tramo aire libreel cabezonbimot y del leon acceso al puerto pesquero artesanal incremento de infraestructura del transporte vial
934,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos de la carretera jipijapapuerto cayo de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
935,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccionvia rapida cuencaazoguesbiblian incluido ampliacion tramoel descansoazoguesbiblian incremento de infraestructura del transporte vial
936,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion rectificacion y mejoramiento de la carretera bahiala margarita de kms de longitud incremento de infraestructura del transporte vial
937,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion meses mantenimiento meses acceso a bahia de incremento de infraestructura del transporte vial
938,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la carretera pifo papallacta en pavimento flexible incremento de infraestructura del transporte vial
939,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios preliminares para la autopista quitoibarra de aproximadamente km de longitud ubicada en las provincias de pichincha e imbabura incremento de infraestructura del transporte vial
940,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio namangoza carretera bella union limon incremento de infraestructura del transporte vial
941,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de trafico impactos ambientales e ingenieria definitivos para la rectificacion y mejoramiento de la via de acceso al parque nacional podocarpus entrada en loja km y entrada en zamora chinchipe km longitud aproximada de en las provincias de loja y zamora chinchipe incremento de infraestructura del transporte vial
942,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion carretera la troncalpuerto inca incremento de infraestructura del transporte vial
943,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio ambi incremento de infraestructura del transporte vial
944,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio vilcabamba y accesos eje vial construccion incremento de infraestructura del transporte vial
945,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la via sigchos chugchilan incremento de infraestructura del transporte vial
946,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion para la rehabilitacion de la carretera san pablo chillanes incremento de infraestructura del transporte vial
947,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puento sobre el rio tigre incremento de infraestructura del transporte vial
948,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas via salcedo tena tramo salcedo cumbijin ingreso al parque nacional los llanganates de km de longitud canton salcedo provincia de cotopaxi incremento de infraestructura del transporte vial
949,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de paraderos y paradas de buses en la red vial estatal incremento de infraestructura del transporte vial
950,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio condor incremento de infraestructura del transporte vial
951,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio salado bajo incremento de infraestructura del transporte vial
952,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio salado alto incremento de infraestructura del transporte vial
953,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio zamona incremento de infraestructura del transporte vial
954,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos para la rectificacion mejoramiento ampliacion y apertura del paso lateral de pelileo longitud aproximada de km ubicada en la provincia de tungurahua incremento de infraestructura del transporte vial
955,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminos de referencia para realizar los estudios definitivos de la via toacaso ? sigchos; tramo san francisco yalo provincia de cotopaxi incremento de infraestructura del transporte vial
956,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio jama incremento de infraestructura del transporte vial
957,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas asfaltado de las calles de la ciudad de tulcan y la parroquia urbana de julio andrade? incremento de infraestructura del transporte vial
958,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio florida incremento de infraestructura del transporte vial
959,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio indillama incremento de infraestructura del transporte vial
960,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio capivarayacu incremento de infraestructura del transporte vial
961,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio dayuma incremento de infraestructura del transporte vial
962,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio de factibilidad impactos ambientales e ingenieria definitivos de la carretera aloagsanto domingo subtramo tandapila union del toachisanto domingo ubicado en la provincia de santo domingo de los tsachilas incremento de infraestructura del transporte vial
963,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre el rio pindo incremento de infraestructura del transporte vial
964,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio cabuyal ubicado en la carretera san lorenzo rioverdeesmeraldas de la provincia de esmeraldas incremento de infraestructura del transporte vial
965,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del intercambiador de trafico en la via san vicentesan pablo para la interconexion del corredor y incluye intercambiador san vicentesan pablo y via san vicenteatahualpa incremento de infraestructura del transporte vial
966,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio colope ubicado en la carretera san lorenzo rioverde esmeraldas de la provincia de esmeraldas incremento de infraestructura del transporte vial
967,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas puente sobre el rio jandiyacu incremento de infraestructura del transporte vial
968,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio tacusa ubicado en la carretera san lorenzo rioverde esmeraldas de la provincia de esmeraldas incremento de infraestructura del transporte vial
969,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente vehicular sobre el rio camarones ubicado en la carretera san lorenzo rioverde esmeraldas de la provincia de esmeraldas incremento de infraestructura del transporte vial
970,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente sobre la quebrada velo de novia incremento de infraestructura del transporte vial
971,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de carriles de servicio a ciudadelas en la carretera guayaquil salinas tramo guayaquilchongon de km ubicado en la provincia del guayas incremento de infraestructura del transporte vial
972,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios de factibilidad impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos incremento de infraestructura del transporte vial
973,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudio y diseno de proyectos incremento de infraestructura del transporte vial
974,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la infraestructura de la via concesionada de la via rumichacariobamba varios tramos incremento de infraestructura del transporte vial
975,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas expropiaciones e indemnizaciones varias carreteras incremento de infraestructura del transporte vial
976,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera cahuajipillatecotaloempalme carretera ambato banos incremento de infraestructura del transporte vial
977,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion y fiscalizacion para la rectificacion de la via chimboel cristaltorneado incremento de infraestructura del transporte vial
978,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion reconstruccion y fiscalizacion de la carretera san antoniola margarita san vicente de kms de longitud ubicado en la provincia de manabi incremento de infraestructura del transporte vial
979,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas fiscalizacion de la construccion carretera ""y"" de alamor pindal zapotillo lalamor incluidos puentes gramales paletillas polopolo cascajal huasimo mancora palmeras incremento de infraestructura del transporte vial"
980,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de caminos vecinales con carpeta asfaltica y puentes de hormigon en varios sitios de la provincia de los rios incremento de infraestructura del transporte vial
981,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas reconstruccion de la carretera buenavista vega rivera paccha zaruma incremento de infraestructura del transporte vial
982,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la carretera pueblo viejo alausi de km construccion incremento de infraestructura del transporte vial
983,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rectificacion y mejoramiento de la carretera quilotoachugchilan en la provincia de cotopaxi incremento de infraestructura del transporte vial
984,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de cuatro redondeles y medidas de seguridad vial en la carretera entre las localidades de ballenita y san pablo incremento de infraestructura del transporte vial
985,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del centro binacional de atencion fronteriza macara incremento de infraestructura del transporte vial
986,Sin Clasificar,Sin Clasificar,"ministerio de transporte y obras publicas ampliacion de los puentes grupo ostiones m ostiones chico m sin nombre m mate m ubicado en la carretera san lorenzo esmeraldas pedernales tramo ""y"" de san lorenzo esmeraldas esmeraldas provincia de esmeraldas incremento de infraestructura del transporte vial"
987,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos de ciclovia acceso a la reserva de fauna peninsula de santa elena sector la chocolatera incremento de infraestructura del transporte vial
988,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la carretera ona loja tramo de kms ubicado en la provincia de loja incremento de infraestructura del transporte vial
989,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion carretera portoviejo san placido pichincha tramo el rodeo san placido pichincha de km long incremento de infraestructura del transporte vial
990,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas fiscalizacion de obra publica contratada incremento de infraestructura del transporte vial
991,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas rehabilitacion de la carretera puerto ayora ? canal de itabaca de km ubicada en la isla santa cruz provincia de galapagos incremento de infraestructura del transporte vial
992,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas centro binacional de atencion en frontera cebaf macara incremento de infraestructura del transporte vial
993,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas ampliacion de la av ordonez lazo comprendida entre la av de las americas y pavimento existente sayausi de la ciudad de cuenca incremento de infraestructura del transporte vial
994,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas estudios definitivos para los puentes huigra sobre el rio chanchan l= m quebrada panama l= m y puente sobre el rio chuplicay o cutuguay l= m ubicados en la carretera alausi ? huigra ? el triunfo incremento de infraestructura del transporte vial
995,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas terminos de referencia para la carretera pelileobanospuyo incluye paso lateral de mera y shell incremento de infraestructura del transporte vial
996,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion del puente oso m ubicado en la carretera julio andrade ? la bonita incremento de infraestructura del transporte vial
997,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de vias en quero incremento de infraestructura del transporte vial
998,Sin Clasificar,Sin Clasificar,ministerio de transporte y obras publicas construccion de la carretera san clementesan jacintodesembocadura del rio portoviejolas gilcescrucitajaramijomanta incremento de infraestructura del transporte vial
