,target,sdg,text
6150,Sin Clasificar,Sin Clasificar,ministerio de energia y minas plan de mejoramiento de los sistemas de distribucion de energia electrica eficiencia calidad y cobertura en la distribucion de energia electrica
6151,Sin Clasificar,Sin Clasificar,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6152,Sin Clasificar,Sin Clasificar,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6153,G7T G9T G12T G13T,G9 G12 G7 G13,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6154,Sin Clasificar,Sin Clasificar,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6155,Sin Clasificar,Sin Clasificar,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6156,G7T G9T G12T G13T,G9 G12 G7 G13,ministerio de energia y minas plan de mejoramiento de los sistemas de distribucion de energia electrica eficiencia calidad y cobertura en la distribucion de energia electrica
6157,Sin Clasificar,Sin Clasificar,ministerio de energia y minas plan de mejoramiento de los sistemas de distribucion de energia electrica eficiencia calidad y cobertura en la distribucion de energia electrica
6158,Sin Clasificar,Sin Clasificar,ministerio de energia y minas plan de mejoramiento de los sistemas de distribucion de energia electrica eficiencia calidad y cobertura en la distribucion de energia electrica
6159,Sin Clasificar,Sin Clasificar,ministerio de energia y minas electrificacion rural y urbano marginal ferum integrado eficiencia calidad y cobertura en la distribucion de energia electrica
6160,Sin Clasificar,Sin Clasificar,ministerio de energia y minas plan de mejoramiento de los sistemas de distribucion de energia electrica eficiencia calidad y cobertura en la distribucion de energia electrica
6161,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca sistema nacional de atraccion y facilitacion de inversiones fomento promocion atraccion mantenimiento facilitacion y evaluacion de inversiones
6162,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca sistema nacional de atraccion y facilitacion de inversiones fomento promocion atraccion mantenimiento facilitacion y evaluacion de inversiones
6163,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca fomento de la promocion comercial internacional y el posicionamiento de la oferta exportable ecuatoriana promocion e incremento de exportaciones no petroleras
6164,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca agenda de competitividad para la transformacion productiva fomento de la calidad y el emprendimiento en ecuador fomento a la produccion y desarrollo de mipymes artesanias e industrias
6165,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca fomento a la inversion productiva de las microempresas fomento a la produccion y desarrollo de mipymes artesanias e industrias
6166,Sin Clasificar,Sin Clasificar,"ministerio de produccion comercio exterior inversiones y pesca proyecto de inversion y de cooperacion externo no reembolsable ""programa emprendamos"" fomento a la produccion y desarrollo de mipymes artesanias e industrias"
6167,Sin Clasificar,Sin Clasificar,"ministerio de produccion comercio exterior inversiones y pesca proyecto de inversion y de cooperacion externo no reembolsable ""programa emprendamos"" fomento a la produccion y desarrollo de mipymes artesanias e industrias"
6168,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca agenda de competitividad para la transformacion productiva fomento de la calidad y el emprendimiento en ecuador fomento a la produccion y desarrollo de mipymes artesanias e industrias
6169,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca fomento a la inversion productiva de las microempresas fomento a la produccion y desarrollo de mipymes artesanias e industrias
6170,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca mejora en la competitividad del sector acuicola y pesquero fomento y desarrollo de produccion de recursos pesqueros y acuicolas calidad e inocuidad y riesgos sectoriales
6171,Sin Clasificar,Sin Clasificar,ministerio de produccion comercio exterior inversiones y pesca mejora en la competitividad del sector acuicola y pesquero fomento y desarrollo de produccion de recursos pesqueros y acuicolas calidad e inocuidad y riesgos sectoriales
6172,Sin Clasificar,Sin Clasificar,ministerio de relaciones exteriores y movilidad humana mejoramiento del servicio de movilidad humana a nivel nacional y en el exterior por medio de la innovacion tecnologica en el sistema core del mremh esigex ? sistema de gestion del servicio exterior garantia de derechos de las personas en movilidad humana
6173,Sin Clasificar,Sin Clasificar,ministerio de telecomunicaciones y de la sociedad de la informacion mintel puntos del encuentro inclusion digital
6174,Sin Clasificar,Sin Clasificar,ministerio de telecomunicaciones y de la sociedad de la informacion mintel puntos del encuentro inclusion digital
6175,Sin Clasificar,Sin Clasificar,ministerio de telecomunicaciones y de la sociedad de la informacion mintel puntos del encuentro inclusion digital
6176,Sin Clasificar,Sin Clasificar,ministerio del deporte encuentro activo del deporte para el desarrollo fomento y desarrollo del deporte educacion fisica y recreacion
6177,Sin Clasificar,Sin Clasificar,ministerio del deporte encuentro activo del deporte para el desarrollo fomento y desarrollo del deporte educacion fisica y recreacion
6178,Sin Clasificar,Sin Clasificar,ministerio del deporte fortalecimiento del deporte de alto rendimiento del ecuador fomento al deporte de alto rendimiento
6179,G1T3 G1T3,G1 G1,ministerio del trabajo mejoramiento del proceso de seleccion de personal para los puestos de carrera de las instituciones del servicio publico promocion de empleo verificacion y control de derechos y obligaciones laborales
6180,G1T3 G1T3,G1 G1,ministerio del trabajo mi primer empleo promocion de empleo verificacion y control de derechos y obligaciones laborales
6181,G1T3 G1T3,G1 G1,ministerio del trabajo erradicacion trabajo infantil promocion de empleo verificacion y control de derechos y obligaciones laborales
6182,G1T3 G1T3,G1 G1,ministerio del trabajo fortalecimiento del servicio publico de empleo promocion de empleo verificacion y control de derechos y obligaciones laborales
6183,G1T3 G1T3,G1 G1,ministerio del trabajo promocion de la movilidad laboral etica y justa entre empleadores y trabajadore promocion de empleo verificacion y control de derechos y obligaciones laborales
6184,G1T3 G1T3,G1 G1,ministerio del trabajo proyecto de gestion del subsistema de empleo en el servicio publico promocion de empleo verificacion y control de derechos y obligaciones laborales
6185,G1T3 G1T3,G1 G1,ministerio del trabajo compromiso por el empleo promocion de empleo verificacion y control de derechos y obligaciones laborales
6186,G1T3 G1T3,G1 G1,ministerio del trabajo empleo joven promocion de empleo verificacion y control de derechos y obligaciones laborales
6187,Sin Clasificar,Sin Clasificar,parlamento andino oficina nacional proyecto de inversion para la adquisicion del espacio fisico para el funcionamiento de la oficina parlamentaria nacional del ecuador del parlamento andino administracion central
6188,Sin Clasificar,Sin Clasificar,parque nacional galapagos control y erradicacion de especies invasoras en el archipielago de galapagos conservacion de la integridad ecologica de la biodiversidad insular y marina
6189,Sin Clasificar,Sin Clasificar,procuraduria general del estado fortalecimiento institucional de la procuraduria general del estado administracion central
6190,Sin Clasificar,Sin Clasificar,secretaria de derechos humanos creacion implementacion y operacion del sistema unificado de informacion de organizaciones sociales suios acceso ciudadano a la justicia
6191,Sin Clasificar,Sin Clasificar,secretaria de derechos humanos proyecto de centros violeta prevencion y reduccion de la violencia de genero y otras violencias
6192,Sin Clasificar,Sin Clasificar,secretaria de derechos humanos prevencion de las violencias y fortalecimiento de capacidades para el acceso al empleo a mujeres y grupos en situacion de vulnerabilidad prevencion y reduccion de la violencia de genero y otras violencias
6193,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema nacional de nivelacion y admision calidad y democratizacion en el sistema de educacion superior
6194,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion sistema ecuatoriano de acceso a la educacion superior calidad y democratizacion en el sistema de educacion superior
6195,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion sistema ecuatoriano de acceso a la educacion superior calidad y democratizacion en el sistema de educacion superior
6196,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema ecuatoriano de acceso a la educacion superior calidad y democratizacion en el sistema de educacion superior
6197,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema ecuatoriano de acceso a la educacion superior calidad y democratizacion en el sistema de educacion superior
6198,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion ampliacion de la oferta de carreras y programas publicos con calidad y pertinencia calidad y democratizacion en el sistema de educacion superior
6199,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion ampliacion de la oferta de carreras y programas publicos con calidad y pertinencia calidad y democratizacion en el sistema de educacion superior
6200,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion ampliacion de la oferta de carreras y programas publicos con calidad y pertinencia calidad y democratizacion en el sistema de educacion superior
6201,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion ampliacion de la oferta de carreras y programas publicos con calidad y pertinencia calidad y democratizacion en el sistema de educacion superior
6202,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion ampliacion de la oferta de carreras y programas publicos con calidad y pertinencia calidad y democratizacion en el sistema de educacion superior
6203,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema nacional de nivelacion y admision calidad y democratizacion en el sistema de educacion superior
6204,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion sistema nacional de nivelacion y admision calidad y democratizacion en el sistema de educacion superior
6205,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion sistema nacional de nivelacion y admision calidad y democratizacion en el sistema de educacion superior
6206,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema nacional de nivelacion y admision calidad y democratizacion en el sistema de educacion superior
6207,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion sistema ecuatoriano de acceso a la educacion superior calidad y democratizacion en el sistema de educacion superior
6208,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion reconversion de la educacion tecnica y tecnologica suprerior publica del ecuador calidad y democratizacion en el sistema de educacion superior
6209,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion reconversion de la educacion tecnica y tecnologica suprerior publica del ecuador calidad y democratizacion en el sistema de educacion superior
6210,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion reconversion de la educacion tecnica y tecnologica suprerior publica del ecuador calidad y democratizacion en el sistema de educacion superior
6211,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion reconversion de la educacion tecnica y tecnologica suprerior publica del ecuador calidad y democratizacion en el sistema de educacion superior
6212,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion reconversion de la educacion tecnica y tecnologica suprerior publica del ecuador calidad y democratizacion en el sistema de educacion superior
6213,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion creacion de la universidad de santo domingo de los tsachilas usdt calidad y democratizacion en el sistema de educacion superior
6214,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion creacion de la universidad de santo domingo de los tsachilas usdt calidad y democratizacion en el sistema de educacion superior
6215,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion creacion de la universidad de santo domingo de los tsachilas usdt calidad y democratizacion en el sistema de educacion superior
6216,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion creacion de la universidad de santo domingo de los tsachilas usdt calidad y democratizacion en el sistema de educacion superior
6217,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion creacion de la universidad de santo domingo de los tsachilas usdt calidad y democratizacion en el sistema de educacion superior
6218,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion proyecto de oportunidades para el desarrollo y fortalecimiento del talento humano fortalecimiento de las capacidades y habilidades del talento humano
6219,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion fortalecimiento del conocimiento y talento humano fortalecimiento de las capacidades y habilidades del talento humano
6220,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion fortalecimiento del conocimiento y talento humano fortalecimiento de las capacidades y habilidades del talento humano
6221,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion fortalecimiento del conocimiento y talento humano fortalecimiento de las capacidades y habilidades del talento humano
6222,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion fortalecimiento del conocimiento y talento humano fortalecimiento de las capacidades y habilidades del talento humano
6223,G9T5,G9,secretaria de educacion superior ciencia tecnologia e innovacion proyecto de oportunidades para el desarrollo y fortalecimiento del talento humano fortalecimiento de las capacidades y habilidades del talento humano
6224,Sin Clasificar,Sin Clasificar,secretaria de educacion superior ciencia tecnologia e innovacion proyecto de oportunidades para el desarrollo y fortalecimiento del talento humano fortalecimiento de las capacidades y habilidades del talento humano
6225,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion proyecto de oportunidades para el desarrollo y fortalecimiento del talento humano fortalecimiento de las capacidades y habilidades del talento humano
6226,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion proyecto de oportunidades para el desarrollo y fortalecimiento del talento humano fortalecimiento de las capacidades y habilidades del talento humano
6227,G4T3 G4T5 G4T9,G4,secretaria de educacion superior ciencia tecnologia e innovacion fortalecimiento del conocimiento y talento humano fortalecimiento de las capacidades y habilidades del talento humano
6228,G1T2,G1,secretaria de gestion y desarrollo de pueblos y nacionalidades desarrollo integral de pueblos y nacionalidades; afroecuatorianos y montubios del ecuador fomento y desarrollo de los pueblos y nacionalidades
6229,G1T G11T G13T,G13 G1 G11,servicio nacional de gestion de riesgos y emergencias sistema nacional descentralizado de la gestion del riesgo y emergencias fortalecimiento del sistema nacional descentralizado de la gestion del riesgo
6230,G1T G11T G13T,G13 G1 G11,servicio nacional de gestion de riesgos y emergencias fortalecimiento de capacidades de la poblacion y de los actores del sndgr para prevenir y reducir los riesgos de desastres y dar respuesta oportuna a las emergencias fortalecimiento del sistema nacional descentralizado de la gestion del riesgo
6231,G1T G11T G13T,G13 G1 G11,servicio nacional de gestion de riesgos y emergencias programa de prevencion y mitigacion para reducir el riesgo por diferentes amenazas prevencion y mitigacion de riesgos
6232,G1T G11T G13T,G13 G1 G11,servicio nacional de gestion de riesgos y emergencias encauzamiento y proteccion de la quedrada las totoras prevencion y mitigacion de riesgos
6233,G1T G11T G13T,G13 G1 G11,servicio nacional de gestion de riesgos y emergencias control de inundaciones de ibarra prevencion y mitigacion de riesgos
6234,Sin Clasificar,Sin Clasificar,secretaria nacional de planificacion aseguramiento de la disponibilidad del sistema nacional de informacion y del sistema integrado de planificacion e inversion publica planificacion territorial prospectiva
6235,Sin Clasificar,Sin Clasificar,secretaria nacional de planificacion aseguramiento de la disponibilidad del sistema nacional de informacion y del sistema integrado de planificacion e inversion publica planificacion territorial prospectiva
6236,G2T2,G2,secretaria tecnica ecuador crece sin desnutricion infantil proyecto infancia con futuro coordinacion en la formulacion ejecucion seguimiento y evaluacion de las politicas publicas
6237,Sin Clasificar,Sin Clasificar,servicio de contratacion publica sercop compra corporativa de medicamentos y bienes estrategicos en salud para el abastecimiento a nivel nacional de la red publica integral de salud rpis estandarizacion de bienes y servicios de sistema nacional de contratacion publica
6238,Sin Clasificar,Sin Clasificar,servicio de rentas internas sri construccion del componente integral de aplicaciones tecnologicas ciat para el servicio de rentas internas determinacion recaudacion asistencia y control de los tributos internos
6239,Sin Clasificar,Sin Clasificar,servicio de rentas internas sri programa de mejora de la administracion tributaria y aduanera / componente i fortalecimiento institucional del servicio de rentas internas innova determinacion recaudacion asistencia y control de los tributos internos
6240,G1T G11T G13T,G13 G1 G11,servicio integrado de seguridad ecu fortalecimiento del sistema nacional de alerta temprana desbordamiento de rios en cuencas priorizadas y tsunamis fortalecimiento de los servicios de emergencia
6241,Sin Clasificar,Sin Clasificar,servicio nacional de medicina legal y ciencias forenses presencia de los servicios de medicina legal y ciencias forenses en el territorio nacional gestion de servicios de medicina legal y ciencias forenses
6242,Sin Clasificar,Sin Clasificar,servicio nacional de medicina legal y ciencias forenses ampliacion de cobertura y fortalecimiento de los servicios de medicina legal y ciencias forenses en el territorio nacional gestion de servicios de medicina legal y ciencias forenses
6243,Sin Clasificar,Sin Clasificar,"superintendencia de bancos fortalecimiento del proceso de supervision de instituciones financieras"" supervision de instituciones financieras"
6244,Sin Clasificar,Sin Clasificar,superintendencia de companias desarrollo y fortalecimiento institucional mejoramiento de infraestructura administracion central
6245,Sin Clasificar,Sin Clasificar,superintendencia de companias desarrollo y fortalecimiento institucional control y promocion de companias y mercado de valores
6246,G1T1 G1T2,G1,unidad del registro social actualizacion del registro social gestion del registro social
6247,Sin Clasificar,Sin Clasificar,universidad de cuenca ampliacion de la facultad de arquitectura administracion central
6248,Sin Clasificar,Sin Clasificar,universidad de cuenca equipamiento universidad de cuenca administracion central
6249,G4T3 G4T5 G4T9,G4,universidad de cuenca nuevo edificio de tecnologia medica formacion y gestion academica
6250,G4T3 G4T5 G4T9,G4,universidad de cuenca bonificacion por jubilacion del personal docente y administrativo de la universidad de cuenca formacion y gestion academica
6251,G4T3 G4T5 G4T9,G4,universidad de cuenca construccion equipamiento y puesta en funcionamiento del hotel escuela de la universidad de cuenca formacion y gestion academica
6252,G4T3 G4T5 G4T9,G4,universidad de cuenca irquis centro de excelencia agropecuaria planificacion y ejecucion fase i formacion y gestion academica
6253,G4T3 G4T5 G4T9,G4,universidad de cuenca ejecucion de obras menores y mantenimiento formacion y gestion academica
6254,G9T5,G9,universidad de cuenca fomento y desarrollo cientifico y tecnologico gestion de la investigacion
6255,G9T5,G9,universidad de cuenca implementacion del nodo de ciencia tecnologia e innovacion de la universidad de cuenca gestion de la investigacion
6256,G9T5,G9,universidad de cuenca programa para el manejo del agua y del suelo promas universidad de cuenca gestion de la investigacion
6257,G9T5,G9,universidad de cuenca centro cientifico y tecnologico ?balzay? de la universidad de cuenca equipamiento para el centro de energia gestion de la investigacion
6258,G9T5,G9,universidad de cuenca programa vliriuc gestion de la investigacion
6259,G9T5,G9,universidad de cuenca certificacion de la ceramica plana que se comercialice en el ecuador por parte del centro de servicios y analisis de minerales de la universidad de cuenca cesemin gestion de la investigacion
6260,G9T5,G9,universidad de cuenca cuantificacion de los servicios hidrologicos de cuencas hidrograficas altoandinas gestion de la investigacion
6261,G9T5,G9,universidad de cuenca centro de innovacion y desarrollo y emprendimiento de la universidad de cuenca gestion de la investigacion
6262,G9T5,G9,universidad de cuenca communityembedded reproductive health care for adolescent cerca gestion de la investigacion
6263,G9T5,G9,universidad de cuenca becas gestion de la investigacion
6264,Sin Clasificar,Sin Clasificar,universidad de guayaquil optimizacion del talento humano y compensaciones economicas de los servidores de la universidad de guayaquil administracion central
6265,Sin Clasificar,Sin Clasificar,universidad de guayaquil plan emergente de seguridad integral para la universidad de guayaquil administracion central
6266,G4T3 G4T5 G4T9,G4,universidad de guayaquil sistema de gestion academica universitaria infraestructura tecnologica digitalizacion y migracion de datos historicos estudiantes formacion y gestion academica
6267,Sin Clasificar,Sin Clasificar,universidad de guayaquil sistema de gestion academica universitaria infraestructura tecnologica digitalizacion y migracion de datos historicos estudiantes formacion y gestion academica
6268,G9T5,G9,universidad de guayaquil fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil gestion de la investigacion
6269,G9T5,G9,universidad de guayaquil fortalecimiento de la investigacion desarrollo e innovacion de la universidad de guayaquil gestion de la investigacion
6270,G9T5,G9,universidad de investigacion de tecnologia experimental yachay desarrollo integral de investigacion aplicada en base a las areas y lineas de investigacion de la universidad de investigacion de tecnologia experimental yachay gestion de la investigacion
6271,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe indemnizaciones del personal de la universidad de las fuerzas armadas espe administracion central
6272,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe estudio de repotenciacion de la linea de media tension de la universidad de las fuerzas armadas administracion central
6273,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe implementacion de un centro de datos alterno hiperconvergente con automatizacion de respaldos y replicacion de la informacion para la universidad de las fuerzas armadas espe administracion central
6274,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto de inversion para la implementacion de la tercera fase del campus universitario gral guillermo rodriguez lara formacion y gestion academica
6275,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe plataforma asistencial docente y de investigacion en salud de la universidad de las fuerzas armadasespe padisespe formacion y gestion academica
6276,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe oferta de programas de cuarto nivel formacion y gestion academica
6277,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe oferta de programas de cuarto nivel formacion y gestion academica
6278,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe oferta de programas de cuarto nivel formacion y gestion academica
6279,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe oferta de programas de cuarto nivel formacion y gestion academica
6280,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe acreditacion internacional de carreras en el marco del aseguramiento de la calidad de la oferta academica de la universidad de las fuerzas armadas espe formacion y gestion academica
6281,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe acreditacion internacional de carreras en el marco del aseguramiento de la calidad de la oferta academica de la universidad de las fuerzas armadas espe formacion y gestion academica
6282,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6283,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6284,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6285,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6286,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe acreditacion internacional de carreras en el marco del aseguramiento de la calidad de la oferta academica de la universidad de las fuerzas armadas espe formacion y gestion academica
6287,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6288,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6289,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6290,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe programas academicos de posgrado formacion y gestion academica
6291,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe acreditacion internacional de carreras en el marco del aseguramiento de la calidad de la oferta academica de la universidad de las fuerzas armadas espe formacion y gestion academica
6292,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe plataforma asistencial docente y de investigacion en salud de la universidad de las fuerzas armadasespe padisespe formacion y gestion academica
6293,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe plataforma asistencial docente y de investigacion en salud de la universidad de las fuerzas armadasespe padisespe formacion y gestion academica
6294,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe plataforma asistencial docente y de investigacion en salud de la universidad de las fuerzas armadasespe padisespe formacion y gestion academica
6295,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto de inversion para la implementacion de la tercera fase del campus universitario gral guillermo rodriguez lara formacion y gestion academica
6296,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto de inversion para la implementacion de la tercera fase del campus universitario gral guillermo rodriguez lara formacion y gestion academica
6297,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto renovacion del equipamiento de los laboratorios de docencia del dpto de ciencias formacion y gestion academica
6298,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe proyecto renovacion del equipamiento de los laboratorios de docencia del dpto de ciencias formacion y gestion academica
6299,Sin Clasificar,Sin Clasificar,universidad de las fuerzas armadas espe proyecto de inversion para la implementacion de la tercera fase del campus universitario gral guillermo rodriguez lara formacion y gestion academica
6300,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto renovacion del equipamiento de los laboratorios de docencia del dpto de ciencias formacion y gestion academica
6301,G4T3 G4T5 G4T9,G4,universidad de las fuerzas armadas espe proyecto renovacion del equipamiento de los laboratorios de docencia del dpto de ciencias formacion y gestion academica
6302,G9T5,G9,universidad de las fuerzas armadas espe construccion y equipamiento del centro de investigaciones y posgrados gestion de la investigacion
6303,G9T5,G9,universidad de las fuerzas armadas espe construccion y equipamiento del centro de investigaciones y posgrados gestion de la investigacion
6304,G9T5,G9,universidad de las fuerzas armadas espe portafolio de proyecto de investigacion gestion de la investigacion
6305,G9T5,G9,universidad de las fuerzas armadas espe movilidad con fines de investigacion y publicaciones indexadas gestion de la investigacion
6306,G9T5,G9,universidad de las fuerzas armadas espe proyecto de inversion becas cuarto nivel ? gestion de la investigacion
6307,G9T5,G9,universidad de las fuerzas armadas espe proyecto de inversion becas cuarto nivel ? gestion de la investigacion
6308,G9T5,G9,universidad de las fuerzas armadas espe movilidad con fines de investigacion y publicaciones indexadas gestion de la investigacion
6309,G9T5,G9,universidad de las fuerzas armadas espe portafolio de proyecto de investigacion gestion de la investigacion
6310,G9T5,G9,universidad de las fuerzas armadas espe portafolio de proyectos de investigacion en el marco del regimen de desarrollo nacional gestion de la investigacion
6311,G9T5,G9,universidad de las fuerzas armadas espe portafolio de proyectos de investigacion en el marco del regimen de desarrollo nacional gestion de la investigacion
6312,G9T5,G9,universidad de las fuerzas armadas espe plataforma de apoyo a la formacion y sensibilizacion al diagnostico y al desarrollo de una estrategia de control de la brucelosis y trypanosomiasis en ecuador brupryp gestion de la vinculacion con la colectividad
6313,G9T5,G9,universidad de las fuerzas armadas espe plataforma de apoyo a la formacion y sensibilizacion al diagnostico y al desarrollo de una estrategia de control de la brucelosis y trypanosomiasis en ecuador brupryp gestion de la vinculacion con la colectividad
6314,G9T5,G9,universidad de las fuerzas armadas espe fortalecimiento del servicio comunitario a traves de proyectos sociales gestion de la vinculacion con la colectividad
6315,G9T5,G9,universidad de las fuerzas armadas espe fortalecimiento del servicio comunitario a traves de proyectos sociales gestion de la vinculacion con la colectividad
6316,G9T5,G9,universidad de las fuerzas armadas espe fortafolio de vinculacion con la sociedad gestion de la vinculacion con la colectividad
6317,G9T5,G9,universidad de las fuerzas armadas espe fortafolio de vinculacion con la sociedad gestion de la vinculacion con la colectividad
6318,Sin Clasificar,Sin Clasificar,universidad estatal de milagro edificio aulario de la universidad estatal de milagro formacion y gestion academica
6319,Sin Clasificar,Sin Clasificar,universidad estatal de milagro fortalecimiento de aulas y laboratorios para actividades de docencia e investigacion de la universidad estatal de milagro formacion y gestion academica
6320,G4T3 G4T5 G4T9,G4,universidad estatal peninsula de santa elena proyecto desvinculacion de las y los servidores publicos por jubilacionloeslosepcodigo de trabajo plan formacion y gestion academica
6321,G4T3 G4T5 G4T9,G4,universidad estatal peninsula de santa elena proyecto desvinculacion de las y los servidores publicos por jubilacionloescodigo de trabajo formacion y gestion academica
6322,G4T3 G4T5 G4T9,G4,universidad estatal peninsula de santa elena proyecto caja de residuos de aguas residuales para la upse formacion y gestion academica
6323,G9T5,G9,universidad estatal peninsula de santa elena creacion de un sistema de recursos didacticos para la preparacion autonoma en el idioma ingles en un entorno hibrido para los estudiantes de la sede matriz de upse gestion de la investigacion
6324,G9T5,G9,universidad estatal peninsula de santa elena modelado y simulacion de sistemas industriales circulares una estrategia de desarrollo sustentable del sector productivo de santa elena ecuador gestion de la investigacion
6325,G9T5,G9,universidad estatal peninsula de santa elena modelo computacional de analitica y procesamiento de datos en la gestion de diligencias para el sistema de proteccion y asistencia a victimas testigos y otros participantes en el proceso penal spavt de la fiscalia general del estado gestion de la investigacion
