id,proyecto,entidad,sectorial,C2017,D2017,C2018,D2018,C2019,D2019,C2020,D2020,C2021,D2021,ctotal,dtotal
P1000S17E520,plan de milagro indanza gualaquiza tramos 1 y 2,ministerio de transporte y obras publicas,sectorial comunicaciones,26724508.64,322084.44000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26724508.64,322084.44000000006
P1001S17E520,rehabilitacion y mantenimiento de la carretera e-25 a baba ubicada en la provincia de los rios,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1002S17E520,construccion carretera la troncal-puerto inca,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1003S17E520,mantenimiento vial de la provincia de manabi,ministerio de transporte y obras publicas,sectorial comunicaciones,27144658.209999997,3417112.5200000005,66883998.79000001,13206319.4,58771463.75,23353281.7,22860513.830000002,4857229.0,102326407.52000001,11724817.5,277987042.1,56558760.120000005
P1004S17E520,"reconstruccion y mantenimiento c. plan de milagro - indanza - gualaquiza, tramo 4: san juan bosco 25+000 - tucumba",ministerio de transporte y obras publicas,sectorial comunicaciones,37488752.9,18867428.900000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37488752.9,18867428.900000002
P1005S17E520,estudio del puente en la carretera jivino verde-shushufindi : santa fe de 45 metros longitud,ministerio de transporte y obras publicas,sectorial comunicaciones,241458.0,0.0,0.0,0.0,271924.92000000004,0.0,160972.56,0.0,0.0,0.0,674355.48,0.0
P1006S17E520,mantenimiento de la provincia de santo domingo,ministerio de transporte y obras publicas,sectorial comunicaciones,32637190.21,10266665.52,26817911.080000002,5524650.23,23829396.900000002,4320493.3100000005,21071813.6,4000878.0,12726304.559999999,2319441.47,117082616.35000002,26432128.53
P1007S17E520,terminos de referencia para realizar los estudios definitivos de la via: toacaso-sigchos;tramo: san francisco-y,ministerio de transporte y obras publicas,sectorial comunicaciones,4428648.5,560993.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428648.5,560993.97
P1008S17E520,construccion del puente rurayacu via hollin-loreto-coca,ministerio de transporte y obras publicas,sectorial comunicaciones,16069.84,0.0,4387.099999999999,3509.68,0.0,0.0,0.0,0.0,0.0,0.0,20456.94,3509.68
P1009S17E520,"construccion del puente chontayacu e45a (""y"" de narupa - hollin - lloreto)",ministerio de transporte y obras publicas,sectorial comunicaciones,60666.95999999999,0.0,26635.860000000004,26635.860000000004,0.0,0.0,0.0,0.0,0.0,0.0,87302.81999999999,26635.860000000004
P100S03E034,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,secretaria de gestion de riesgos,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P100S03E038,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,secretaria tecnica del plan toda una vida,sectorial administrativo,368396.43,221182.96999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368396.43,221182.96999999997
P100S03E048,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,secretaria tecnica para la gestion inclusiva en discapacidades,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P100S10E280,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministerio de inclusion economica y social,sectorial bienestar social,2141778.1899999995,21187.860000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2141778.1899999995,21187.860000000004
P100S17E540,fortalecimiento de servicios inclusivos y redes de apoyo para personas con discapacidad en ecuador,ministerio de telecomunicaciones y de la sociedad de la informacion,sectorial comunicaciones,575902.1400000002,188014.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575902.1400000002,188014.25
P1010S17E520,estudios factibilidad e impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos,ministerio de transporte y obras publicas,sectorial comunicaciones,3116965.3200000003,0.0,219436.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336401.9200000004,0.0
P1011S17E520,mantenimiento vial de la provincia de santa elena,ministerio de transporte y obras publicas,sectorial comunicaciones,7455396.37,2128575.36,29968046.710000005,9230976.33,15936729.2,3497868.2800000003,18840398.160000004,1954807.05,7372286.879999999,2962425.94,79572857.32,19774652.96
P1012S17E520,rehabilitacion de la via e-489 tramo playas - posorja de una longitud de 17 kms y del by pass de la via playas,ministerio de transporte y obras publicas,sectorial comunicaciones,6152109.1,3930300.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6152109.1,3930300.12
P1013S17E520,fase ii suma pedernales,ministerio de transporte y obras publicas,sectorial comunicaciones,17457372.21,2225942.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17457372.21,2225942.1
P1014S17E520,rehabilitacion del anillo vial del canton salcedo provincia de cotopaxi de 9.75 km. de longitud,ministerio de transporte y obras publicas,sectorial comunicaciones,46961991.109999985,3899791.7199999997,26048837.31,7329591.110000001,17284119.099999998,6850769.84,0.0,0.0,0.0,0.0,90294947.51999998,18080152.67
P1015S17E520,reconstruccin mejoramiento y sealizacin de la va de acceso a la poblacin de mataje y construccin del puente int,ministerio de transporte y obras publicas,sectorial comunicaciones,22435999.060000002,210616.15999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22435999.060000002,210616.15999999997
P1016S17E520,reconstruccion y mantenimiento de la carretera santo domingo 10 de agosto,ministerio de transporte y obras publicas,sectorial comunicaciones,232150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232150.0,0.0
P1017S17E520,fase ii chone calceta pinpiguasi,ministerio de transporte y obras publicas,sectorial comunicaciones,103794901.4,34337410.77,0.0,0.0,28463911.86,19948011.76,0.0,0.0,0.0,0.0,132258813.26,54285422.53
P1018S17E520,puente sobre el rio zamona,ministerio de transporte y obras publicas,sectorial comunicaciones,24398730.319999997,0.0,0.0,0.0,0.0,0.0,8492823.559999999,2526794.87,1115274.8599999999,0.0,34006828.739999995,2526794.87
P1019S17E520,ampliacion reconstruccion y fiscalizacion de la carretera san antonio-la margarita san vicente de 37 9 kms de,ministerio de transporte y obras publicas,sectorial comunicaciones,9432987.22,3727279.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9432987.22,3727279.51
P101S03E034,proyecto nacional de gestion del riesgo para el habitat y la vivienda,servicio nacional de gestion de riesgos y emergencias,sectorial administrativo,178629086.26000002,30473289.64,0.0,0.0,53676260.0,45445959.56,3162735.0,0.0,840249.0,0.0,236308330.26000002,75919249.2
P101S18E550,proyecto nacional de gestion del riesgo para el habitat y la vivienda,ministerio de desarrollo urbano y vivienda,sectorial desarrollo urbano y vivienda,83362605.78,34545812.940000005,160469642.4,8920069.6,27058654.41,9746213.959999999,0.0,0.0,0.0,0.0,270890902.59000003,53212096.50000001
P1020S17E520,puente sobre el rio florida,ministerio de transporte y obras publicas,sectorial comunicaciones,16545500.459999999,0.0,5976690.99,0.0,2916472.36,0.0,6142755.36,0.0,0.0,0.0,31581419.169999998,0.0
P1021S17E520,apoyo a la preparacion del programa de infraestructura vial ec-l1065 ec-ts/n,ministerio de transporte y obras publicas,sectorial comunicaciones,1541404.6800000002,852698.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541404.6800000002,852698.6
P1022S17E520,puente sobre el rio indillama,ministerio de transporte y obras publicas,sectorial comunicaciones,13705393.5,0.0,0.0,0.0,0.0,0.0,12042421.8,0.0,0.0,0.0,25747815.3,0.0
P1023S17E520,puente sobre el rio capivarayacu,ministerio de transporte y obras publicas,sectorial comunicaciones,16516221.77,7682555.79,793892.01,0.0,261553.09,0.0,0.0,0.0,0.0,0.0,17571666.87,7682555.79
P1024S17E520,construccion del puente guagrayacu carretera papallacta - baeza,ministerio de transporte y obras publicas,sectorial comunicaciones,211440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211440.0,0.0
P1025S17E520,puente sobre el rio jandiyacu,ministerio de transporte y obras publicas,sectorial comunicaciones,14022842.749999998,0.0,0.0,0.0,0.0,0.0,7201841.56,0.0,0.0,0.0,21224684.31,0.0
P1026S17E520,ampliacion a 6 carriles del tramo jambeli latacunga ambato en una longitud de 90 km aproximadamente incluye la construccion de intercambiadores y obras conexas,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1027S17E520,"construccion del puente oritoyacu, ubicado en la carretera baeza- tena",ministerio de transporte y obras publicas,sectorial comunicaciones,1524114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1524114.0,0.0
P1028S17E520,proyecto de fortalecimiento institucional,ministerio de transporte y obras publicas,sectorial comunicaciones,4773130.72,797962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4773130.72,797962.0
P1029S17E520,puente sobre el rio condor,ministerio de transporte y obras publicas,sectorial comunicaciones,13972045.389999999,0.0,3656411.56,0.0,0.0,0.0,8232912.720000001,0.0,0.0,0.0,25861369.67,0.0
P102S03E034,sistema de alerta temprana para eventos de tsunami y control de represas,secretaria de gestion de riesgos,sectorial administrativo,7459482.119999999,3999186.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7459482.119999999,3999186.96
P102S03E266,sistema de alerta temprana para eventos de tsunami y control de represas,servicio integrado de seguridad ecu 911,sectorial administrativo,7981514.57,4169028.5299999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7981514.57,4169028.5299999993
P102S09E177,sistema de alerta temprana para eventos de tsunami y control de represas,escuela politecnica nacional,sectorial educacion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1030S17E520,construccion del puente quijos 2 sobre el rio quijos,ministerio de transporte y obras publicas,sectorial comunicaciones,560629.41,0.0,0.0,0.0,678321.47,0.0,0.0,0.0,7600.23,5066.82,1246551.1099999999,5066.82
P1031S17E520,puente sobre el rio salado bajo,ministerio de transporte y obras publicas,sectorial comunicaciones,10527906.649999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10527906.649999999,0.0
P1032S17E520,rehabilitacion (18 meses) y mantenimiento (48 meses) carr. puente chiritza - puente cuyabeno de 44536 km. long. inc,ministerio de transporte y obras publicas,sectorial comunicaciones,5285092.8,4099647.999999999,0.0,0.0,3799122.3,239043.06,1675862.88,0.0,0.0,0.0,10760077.98,4338691.059999999
P1033S17E520,fortalecimiento tecnologico,ministerio de transporte y obras publicas,sectorial comunicaciones,590886.36,375968.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590886.36,375968.52
P1034S17E520,puente sobre el rio salado alto,ministerio de transporte y obras publicas,sectorial comunicaciones,11017635.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11017635.05,0.0
P1035S17E520,"construccion del puente san jose, carretera baeza - lago agrio",ministerio de transporte y obras publicas,sectorial comunicaciones,13440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13440.0,0.0
P1036S17E520,puente sobre el rio dayuma,ministerio de transporte y obras publicas,sectorial comunicaciones,26966408.659999996,8138225.709999999,10621267.16,527771.74,2886226.0799999996,805920.4400000001,0.0,0.0,0.0,0.0,40473901.89999999,9471917.889999999
P1037S17E520,santo domingo-esmeraldas,ministerio de transporte y obras publicas,sectorial comunicaciones,40604385.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40604385.46,0.0
P1038S17E520,"construccion del puente loco, carretera baeza lago agrio",ministerio de transporte y obras publicas,sectorial comunicaciones,2497782.54,129881.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2497782.54,129881.51
P1039S17E520,equipo caminero,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,205458508.73999995,7720159.86,39994185.63999999,29675068.639999993,7417030.33,0.0,0.0,0.0,252869724.70999995,37395228.49999999
P103S03E034,gestion de respuesta por el terremoto del 16-a,servicio nacional de gestion de riesgos y emergencias,sectorial administrativo,2428991.28,0.0,1666794.84,1166756.4000000001,0.0,0.0,0.0,0.0,0.0,0.0,4095786.12,1166756.4000000001
P1040S17E520,construccion del intercambiador de trafico en la via san vicente-san pablo para la interconexion del corredor e,ministerio de transporte y obras publicas,sectorial comunicaciones,43938753.36000001,4510344.24,35865014.96000001,4685840.050000001,0.0,0.0,0.0,0.0,2872377.0,19019.76,82676145.32000002,9215204.05
P1041S17E520,estudios definitivos de los puentes (9) ubicados en la carretera coca - dayuma absisas 3+480; 4+850; 18+000;21+120,ministerio de transporte y obras publicas,sectorial comunicaciones,2493379.04,2263334.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493379.04,2263334.52
P1042S17E520,rehabilitacion y asfaltado de las calles de tulcan y la parroquia urbana de julio andrade ubicadas en el canton,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1043S17E520,ampliacion a 6 carriles de la via cajas otavalo mas paso lateral de ibarra mas ampliacion de circunvalacion de ot,ministerio de transporte y obras publicas,sectorial comunicaciones,360630331.1199999,320602937.81999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360630331.1199999,320602937.81999993
P1044S17E520,ampliacion de la infraestructura de la via concesionada de la via rumichaca-riobamba varios tramos,ministerio de transporte y obras publicas,sectorial comunicaciones,678308798.13,138379818.55999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678308798.13,138379818.55999997
P1045S17E520,construccion de la carretera colimes-olmedo,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1046S17E520,ampliacion de la carretera santa rosa y del cambio,ministerio de transporte y obras publicas,sectorial comunicaciones,15333023.400000002,5528989.790000001,4258363.76,52201.78,3528876.379999999,12533.28,0.0,0.0,0.0,0.0,23120263.540000003,5593724.8500000015
P1047S17E520,ampliacion y mantenimiento de la via santo domingo el carmen,ministerio de transporte y obras publicas,sectorial comunicaciones,1068745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068745.0,0.0
P1048S17E520,construccion de la carretera 9 de octubre-macas incluido paso lateral occidental,ministerio de transporte y obras publicas,sectorial comunicaciones,15842642.96,11782468.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15842642.96,11782468.49
P1049S17E520,rehabilitacion de 14 caminos vecinales con carpeta asfaltica y 33 puentes de hormigon en varios sitios de la prov,ministerio de transporte y obras publicas,sectorial comunicaciones,25481434.240000002,2740717.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25481434.240000002,2740717.12
P104S03E034,programa de prevencion y mitigacion para reducir el riesgo por diferentes amenazas,servicio nacional de gestion de riesgos y emergencias,sectorial administrativo,0.0,0.0,29718751.740000002,0.0,2891656.03,0.0,0.0,0.0,1413389.8399999999,0.0,34023797.61,0.0
P1050S17E520,fiscalizacion de la construccion carretera y de alamor - pindal - zapotillo - lalamor incluidos 9 puentes:,ministerio de transporte y obras publicas,sectorial comunicaciones,386367.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386367.89,0.0
P1051S17E520,estudios de factibilidad impactos ambientales e ingenieria definitivos del puente sobre el rio leon y accesos,ministerio de transporte y obras publicas,sectorial comunicaciones,919744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919744.0,0.0
P1052S17E520,reconstruccion y mantenimiento de la via mendez-san jose de morona,ministerio de transporte y obras publicas,sectorial comunicaciones,3447884.2500000005,2885087.7000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447884.2500000005,2885087.7000000007
P1053S17E520,"construccion del puente sobre el rio quevedo, ubicado en la calle septima y camilo arevalo",ministerio de transporte y obras publicas,sectorial comunicaciones,8103528.1899999995,4393353.359999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8103528.1899999995,4393353.359999999
P1054S17E520,viabilidad anillo vial de quevedo tramo ii pavimento flexible,ministerio de transporte y obras publicas,sectorial comunicaciones,896351.96,821655.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896351.96,821655.89
P1055S17E520,mejoramiento y mantenimiento de la via puerto quito - la sexta de 30 km,ministerio de transporte y obras publicas,sectorial comunicaciones,2081230.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2081230.68,0.0
P1056S17E520,reconstruccion y mantenimiento de la via chone - flavio alfaro de 50.65 km. incluido la construccion paso lateral d,ministerio de transporte y obras publicas,sectorial comunicaciones,9410456.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9410456.97,0.0
P1057S17E520,reconstruccion durante 15 meses y mantenimiento durante 24 meses de la carretera gualaceo-limon tramo: gualaceo-pla,ministerio de transporte y obras publicas,sectorial comunicaciones,362153611.2300001,84719782.71,0.0,0.0,144792943.86999997,55127212.12,69826155.55999999,40738065.44999999,23740864.33,16512853.779999997,600513574.99,197097914.05999997
P1058S17E520,mantenimiento carretera pedernales san vicente rehabilitacion y mantenimiento carretera pedernales san vicente corredor arterial e15 de 11108 km incluido paso lateral canoa,ministerio de transporte y obras publicas,sectorial comunicaciones,21522366.03,2958250.37,20393396.459999997,18277146.04,10439950.120000001,368460.23999999993,0.0,0.0,0.0,0.0,52355712.61,21603856.65
P1059S17E520,ampliacion de la carretera: pifo - papallacta en pavimento flexible,ministerio de transporte y obras publicas,sectorial comunicaciones,48427.17,0.0,52852012.09,35104593.55,0.0,0.0,0.0,0.0,0.0,0.0,52900439.260000005,35104593.55
P105S03E034,control de inundaciones de ibarra,secretaria de gestion de riesgos,sectorial administrativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P105S17E520,control de inundaciones de ibarra,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P105S18E560,control de inundaciones de ibarra,servicio de contratacion de obras - secob,sectorial desarrollo urbano y vivienda,3287520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287520.0,0.0
P1060S17E520,rehabilitacion latacunga - la mana (rehabilitacion y mantenimiento de la carretera latacunga - la mana),ministerio de transporte y obras publicas,sectorial comunicaciones,23154612.710000005,2395843.6300000004,35448575.01,3119122.4400000004,30369585.23,18807589.79,0.0,0.0,0.0,0.0,88972772.95,24322555.86
P1061S17E520,ampliacion de la infraestructura de la via concesionada de la via rumichaca - riobamba varios tramos,ministerio de transporte y obras publicas,sectorial comunicaciones,923577040.7299999,619952255.51,0.0,0.0,10797100.84,0.0,0.0,0.0,4792433.95,4792433.95,939166575.52,624744689.46
P1062S17E520,caf cfa3777 carretera vilcabamba bellavista,ministerio de transporte y obras publicas,sectorial comunicaciones,66418239.73999999,3309985.0999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66418239.73999999,3309985.0999999996
P1063S17E520,rectificacion y mejoramiento de la carretera yamanunca-puerto providencia,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1064S17E520,rehabilitacion y mantenimiento de la c. naranjal - rio siete de 50 km,ministerio de transporte y obras publicas,sectorial comunicaciones,528492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528492.0,0.0
P1065S17E520,construccion- rehabilitacion y mantenimiento de la c. vilcabamba-bellavista-zumba-la balsa- tramo bellavista-zumba,ministerio de transporte y obras publicas,sectorial comunicaciones,12434493.97,9226684.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12434493.97,9226684.89
P1066S17E520,rehabilitacion de la carretera puerto ayora canal de itabaca de 39.7 km ubicada en la isla santa cruz prov,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1067S17E520,construccion paso lateral yanzatza (construccion y mantenimiento via perimetral ciudad yantzaza),ministerio de transporte y obras publicas,sectorial comunicaciones,4306769.759999999,3702162.1999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4306769.759999999,3702162.1999999993
P1068S17E520,reconstruccion de la via arenillas-la avanzada,ministerio de transporte y obras publicas,sectorial comunicaciones,1411572.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411572.22,0.0
P1069S17E520,carretera paso lateral de arenillas,ministerio de transporte y obras publicas,sectorial comunicaciones,419294.8300000001,135661.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419294.8300000001,135661.69
P106S03E034,programa de liquidacion y ejecucion de obras por concluir (fase i) de la direccion de servicios de infraestructura y desarrollo guayas (excorpecuador,secretaria de gestion de riesgos,sectorial administrativo,62020404.34999999,37917291.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62020404.34999999,37917291.04
P106S17E520,programa de liquidacion y ejecucion de obras por concluir (fase i) de la direccion de servicios de infraestructura y desarrollo guayas (excorpecuador,ministerio de transporte y obras publicas,sectorial comunicaciones,227154842.39999998,108150031.58000001,37692841.11,1663382.35,23186392.609999996,19380700.35,0.0,0.0,0.0,0.0,288034076.12,129194114.28
P1070S17E520,reconstruccion y mejoramiento c. guasuntos - chunchi,ministerio de transporte y obras publicas,sectorial comunicaciones,411951.92000000004,0.0,350561.93000000005,187297.59999999998,0.0,0.0,0.0,0.0,0.0,0.0,762513.8500000001,187297.59999999998
P1071S17E520,rehabilitacion (12meses) mantenimiento (48meses) de la via mitad del mundo - la independencia ;,ministerio de transporte y obras publicas,sectorial comunicaciones,5129118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5129118.0,0.0
P1072S17E520,carretera quilotoa chugchilan en la provincia de cotopaxi,ministerio de transporte y obras publicas,sectorial comunicaciones,2164310.88,1600068.9599999997,8445793.68,4966133.04,1674249.9,0.0,0.0,0.0,0.0,0.0,12284354.459999999,6566202.0
P1073S17E520,mantenimiento de la c. riobamba zhud (rehabilitacion c. riobamba - balbanera - zhud excluyendo tramo guasuntos - c,ministerio de transporte y obras publicas,sectorial comunicaciones,7066331.050000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7066331.050000001,0.0
P1074S17E520,rehabilitacion de la carretera zhud cochancay la troncal el triunfo que incluye los pasos laterales de la,ministerio de transporte y obras publicas,sectorial comunicaciones,2226483.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2226483.39,0.0
P1075S17E520,caf cfa3210 pedernales cojimies,ministerio de transporte y obras publicas,sectorial comunicaciones,73151.52,21389.760000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73151.52,21389.760000000002
P1076S17E520,rectificacion y mejoramiento de la carretera quilotoa-chugchilan en la provincia de cotopaxi,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1077S17E520,mejoramiento y rectificacion de la carretera: gonzanama - quilanga - las aradas - empate (cariamanga - amaluza) tr,ministerio de transporte y obras publicas,sectorial comunicaciones,206030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206030.0,0.0
P1078S17E520,rehabilitacion y reforzamiento de la estructura del pavimento de la carretera quevedo-valencia- la mana ubicada en,ministerio de transporte y obras publicas,sectorial comunicaciones,1159146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1159146.0,0.0
P1079S17E520,reconstruccion (durante 24 meses) y mtto.(durante 24 meses) carretera rocafuerte-tosagua de 30.01 km. construccion,ministerio de transporte y obras publicas,sectorial comunicaciones,392365.16000000003,0.0,189417.55000000002,30982.2,0.0,0.0,0.0,0.0,0.0,0.0,581782.7100000001,30982.2
P107S03E038,puesta en marcha y desarrollo de instrumentos para la gestion de la estrategia de desarrollo infantil.,secretaria tecnica del plan toda una vida,sectorial administrativo,1009004.1399999999,192837.26000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009004.1399999999,192837.26000000004
P107S12E320,puesta en marcha y desarrollo de instrumentos para la gestion de la estrategia de desarrollo infantil.,ministerio de salud publica,sectorial salud,1128189.85,483014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128189.85,483014.0
P107S18E560,puesta en marcha y desarrollo de instrumentos para la gestion de la estrategia de desarrollo infantil.,servicio de contratacion de obras - secob,sectorial desarrollo urbano y vivienda,23461138.760000005,5724297.7700000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23461138.760000005,5724297.7700000005
P1080S17E520,estudios programa de puentes,ministerio de transporte y obras publicas,sectorial comunicaciones,11331887.01,4293877.57,0.0,0.0,379244.08999999997,173820.06,0.0,0.0,0.0,0.0,11711131.1,4467697.63
P1081S17E520,mantenimiento por resultados de la carretera guayaquil-progreso-salinas,ministerio de transporte y obras publicas,sectorial comunicaciones,2076208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2076208.0,0.0
P1082S17E520,reconstruccion y mantenimiento de la carretera 10 de agosto los bancos y construccion de los puentes rio blanco y mulaute,ministerio de transporte y obras publicas,sectorial comunicaciones,50476686.180000015,24544764.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50476686.180000015,24544764.86
P1083S17E520,rehabilitacion y mtto c. y de baeza - lago agrio tramo: simon bolivar - lago agrio de 74 km. long,ministerio de transporte y obras publicas,sectorial comunicaciones,128524.79999999999,0.0,0.0,0.0,209502.45,0.0,124149.6,0.0,0.0,0.0,462176.85,0.0
P1084S17E520,estudio y diseno de proyectos,ministerio de transporte y obras publicas,sectorial comunicaciones,60755319.94999999,4268371.75,17029842.950000003,819606.8400000001,15156020.43,2972647.8600000003,0.0,0.0,0.0,0.0,92941183.32999998,8060626.45
P1085S17E520,rehabilitacion de la via latacunga - la mana,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1086S17E520,ampliacion a 6 carriles del tramo jambeli-latacunga-ambato en una longitud de 90 km aproximadamente incluye la con,ministerio de transporte y obras publicas,sectorial comunicaciones,225272893.58999997,204740711.49,0.0,0.0,6467865.590000001,4219139.86,0.0,0.0,0.0,0.0,231740759.17999998,208959851.35000002
P1087S17E520,fiscalizacion reconstruccion y mantenimiento de la carretera arenillas-puente puyango-alamor zapotillo-lalamor tra,ministerio de transporte y obras publicas,sectorial comunicaciones,47224825.44000001,32741663.06000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47224825.44000001,32741663.06000001
P1088S17E520,fiscalizacion de la construccion carretera y de alamor - pindal - zapotillo - lalamor incluidos 9 puentes: gramal,ministerio de transporte y obras publicas,sectorial comunicaciones,15297357.229999999,6184270.499999998,0.0,0.0,15474271.819999998,8371730.19,0.0,0.0,0.0,0.0,30771629.049999997,14556000.689999998
P1089S17E520,rehabilitacion y mantenimiento de la c. balbanera - pallatanga - bucay -cumanda- de 106 69 km. construccion de lo,ministerio de transporte y obras publicas,sectorial comunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
